Country,Year,cause,percentage
Afghanistan,1991,Cardiovascular diseases (%),17.8
Afghanistan,1991,Cancers (%),4.1
Afghanistan,1991,Respiratory diseases (%),2.1
Afghanistan,1991,Diabetes (%),3.8
Afghanistan,1991,Dementia (%),0.5
Afghanistan,1991,Lower respiratory infections (%),10.4
Afghanistan,1991,Neonatal deaths (%),8.9
Afghanistan,1991,Diarrheal diseases (%),2.6
Afghanistan,1991,Road incidents (%),3.7
Afghanistan,1991,Liver disease (%),0.8
Albania,1991,Cardiovascular diseases (%),40.7
Albania,1991,Cancers (%),15.2
Albania,1991,Respiratory diseases (%),4.6
Albania,1991,Diabetes (%),3.3
Albania,1991,Dementia (%),2.5
Albania,1991,Lower respiratory infections (%),12.7
Albania,1991,Neonatal deaths (%),3.1
Albania,1991,Diarrheal diseases (%),0.6
Albania,1991,Road incidents (%),2.3
Albania,1991,Liver disease (%),1.3
Algeria,1991,Cardiovascular diseases (%),29.5
Algeria,1991,Cancers (%),7.8
Algeria,1991,Respiratory diseases (%),2.8
Algeria,1991,Diabetes (%),5.5
Algeria,1991,Dementia (%),2.7
Algeria,1991,Lower respiratory infections (%),5.7
Algeria,1991,Neonatal deaths (%),12.6
Algeria,1991,Diarrheal diseases (%),1
Algeria,1991,Road incidents (%),6.8
Algeria,1991,Liver disease (%),1.4
Angola,1991,Cardiovascular diseases (%),7.9
Angola,1991,Cancers (%),3
Angola,1991,Respiratory diseases (%),1.4
Angola,1991,Diabetes (%),1.3
Angola,1991,Dementia (%),0.4
Angola,1991,Lower respiratory infections (%),9.3
Angola,1991,Neonatal deaths (%),7.4
Angola,1991,Diarrheal diseases (%),25.2
Angola,1991,Road incidents (%),2.2
Angola,1991,Liver disease (%),1.2
Antigua and Barbuda,1991,Cardiovascular diseases (%),40.9
Antigua and Barbuda,1991,Cancers (%),17.7
Antigua and Barbuda,1991,Respiratory diseases (%),2.2
Antigua and Barbuda,1991,Diabetes (%),12.8
Antigua and Barbuda,1991,Dementia (%),3.1
Antigua and Barbuda,1991,Lower respiratory infections (%),5.2
Antigua and Barbuda,1991,Neonatal deaths (%),1.9
Antigua and Barbuda,1991,Diarrheal diseases (%),0.5
Antigua and Barbuda,1991,Road incidents (%),1.3
Antigua and Barbuda,1991,Liver disease (%),2.1
Argentina,1991,Cardiovascular diseases (%),40.7
Argentina,1991,Cancers (%),20.6
Argentina,1991,Respiratory diseases (%),4.5
Argentina,1991,Diabetes (%),6.7
Argentina,1991,Dementia (%),2.7
Argentina,1991,Lower respiratory infections (%),3.5
Argentina,1991,Neonatal deaths (%),3.3
Argentina,1991,Diarrheal diseases (%),0.4
Argentina,1991,Road incidents (%),1.8
Argentina,1991,Liver disease (%),1.9
Armenia,1991,Cardiovascular diseases (%),46.1
Armenia,1991,Cancers (%),16.1
Armenia,1991,Respiratory diseases (%),4.9
Armenia,1991,Diabetes (%),3.5
Armenia,1991,Dementia (%),2
Armenia,1991,Lower respiratory infections (%),4.5
Armenia,1991,Neonatal deaths (%),4.8
Armenia,1991,Diarrheal diseases (%),1.6
Armenia,1991,Road incidents (%),2.5
Armenia,1991,Liver disease (%),1.7
Australia,1991,Cardiovascular diseases (%),42.9
Australia,1991,Cancers (%),25.8
Australia,1991,Respiratory diseases (%),6.1
Australia,1991,Diabetes (%),4.4
Australia,1991,Dementia (%),4.9
Australia,1991,Lower respiratory infections (%),1.5
Australia,1991,Neonatal deaths (%),0.7
Australia,1991,Diarrheal diseases (%),0
Australia,1991,Road incidents (%),2.1
Australia,1991,Liver disease (%),1.1
Austria,1991,Cardiovascular diseases (%),48.8
Austria,1991,Cancers (%),22.8
Austria,1991,Respiratory diseases (%),3.4
Austria,1991,Diabetes (%),3.6
Austria,1991,Dementia (%),5.7
Austria,1991,Lower respiratory infections (%),1.4
Austria,1991,Neonatal deaths (%),0.4
Austria,1991,Diarrheal diseases (%),0
Austria,1991,Road incidents (%),1.7
Austria,1991,Liver disease (%),2.7
Azerbaijan,1991,Cardiovascular diseases (%),40.1
Azerbaijan,1991,Cancers (%),10.7
Azerbaijan,1991,Respiratory diseases (%),3.6
Azerbaijan,1991,Diabetes (%),2.9
Azerbaijan,1991,Dementia (%),1.2
Azerbaijan,1991,Lower respiratory infections (%),14.3
Azerbaijan,1991,Neonatal deaths (%),6
Azerbaijan,1991,Diarrheal diseases (%),2.4
Azerbaijan,1991,Road incidents (%),2.2
Azerbaijan,1991,Liver disease (%),2.8
Bahamas,1991,Cardiovascular diseases (%),30.5
Bahamas,1991,Cancers (%),17.5
Bahamas,1991,Respiratory diseases (%),2.2
Bahamas,1991,Diabetes (%),10.4
Bahamas,1991,Dementia (%),1.8
Bahamas,1991,Lower respiratory infections (%),4.9
Bahamas,1991,Neonatal deaths (%),3.9
Bahamas,1991,Diarrheal diseases (%),0.5
Bahamas,1991,Road incidents (%),3.5
Bahamas,1991,Liver disease (%),2.6
Bahrain,1991,Cardiovascular diseases (%),36.2
Bahrain,1991,Cancers (%),11.6
Bahrain,1991,Respiratory diseases (%),4.1
Bahrain,1991,Diabetes (%),13
Bahrain,1991,Dementia (%),2.1
Bahrain,1991,Lower respiratory infections (%),3
Bahrain,1991,Neonatal deaths (%),5
Bahrain,1991,Diarrheal diseases (%),0.4
Bahrain,1991,Road incidents (%),5.1
Bahrain,1991,Liver disease (%),1.6
Bangladesh,1991,Cardiovascular diseases (%),10
Bangladesh,1991,Cancers (%),4.8
Bangladesh,1991,Respiratory diseases (%),6.2
Bangladesh,1991,Diabetes (%),2.7
Bangladesh,1991,Dementia (%),0.5
Bangladesh,1991,Lower respiratory infections (%),9.9
Bangladesh,1991,Neonatal deaths (%),11.9
Bangladesh,1991,Diarrheal diseases (%),10
Bangladesh,1991,Road incidents (%),0.7
Bangladesh,1991,Liver disease (%),2.1
Barbados,1991,Cardiovascular diseases (%),39.5
Barbados,1991,Cancers (%),20.1
Barbados,1991,Respiratory diseases (%),2.4
Barbados,1991,Diabetes (%),13.2
Barbados,1991,Dementia (%),3.6
Barbados,1991,Lower respiratory infections (%),4.3
Barbados,1991,Neonatal deaths (%),1.7
Barbados,1991,Diarrheal diseases (%),0.3
Barbados,1991,Road incidents (%),1.3
Barbados,1991,Liver disease (%),1.4
Belarus,1991,Cardiovascular diseases (%),55.2
Belarus,1991,Cancers (%),16.6
Belarus,1991,Respiratory diseases (%),6.6
Belarus,1991,Diabetes (%),1.6
Belarus,1991,Dementia (%),2.5
Belarus,1991,Lower respiratory infections (%),1
Belarus,1991,Neonatal deaths (%),0.8
Belarus,1991,Diarrheal diseases (%),0.1
Belarus,1991,Road incidents (%),2.2
Belarus,1991,Liver disease (%),0.8
Belgium,1991,Cardiovascular diseases (%),38.5
Belgium,1991,Cancers (%),27.2
Belgium,1991,Respiratory diseases (%),6.3
Belgium,1991,Diabetes (%),4.1
Belgium,1991,Dementia (%),6.9
Belgium,1991,Lower respiratory infections (%),2.8
Belgium,1991,Neonatal deaths (%),0.4
Belgium,1991,Diarrheal diseases (%),0.1
Belgium,1991,Road incidents (%),2
Belgium,1991,Liver disease (%),1.6
