Country,Year,cause,percentage
Afghanistan,2001,Cardiovascular diseases (%),21.6
Afghanistan,2001,Cancers (%),4.7
Afghanistan,2001,Respiratory diseases (%),2.7
Afghanistan,2001,Diabetes (%),4.5
Afghanistan,2001,Dementia (%),0.6
Afghanistan,2001,Lower respiratory infections (%),8.6
Afghanistan,2001,Neonatal deaths (%),8.5
Afghanistan,2001,Diarrheal diseases (%),3.6
Afghanistan,2001,Road incidents (%),4.1
Afghanistan,2001,Liver disease (%),1
Albania,2001,Cardiovascular diseases (%),51.1
Albania,2001,Cancers (%),18.2
Albania,2001,Respiratory diseases (%),3.9
Albania,2001,Diabetes (%),3.3
Albania,2001,Dementia (%),3
Albania,2001,Lower respiratory infections (%),4.2
Albania,2001,Neonatal deaths (%),2.2
Albania,2001,Diarrheal diseases (%),0.1
Albania,2001,Road incidents (%),1.7
Albania,2001,Liver disease (%),1.3
Algeria,2001,Cardiovascular diseases (%),33.6
Algeria,2001,Cancers (%),8.3
Algeria,2001,Respiratory diseases (%),3
Algeria,2001,Diabetes (%),6.7
Algeria,2001,Dementia (%),3.9
Algeria,2001,Lower respiratory infections (%),4.4
Algeria,2001,Neonatal deaths (%),11.1
Algeria,2001,Diarrheal diseases (%),0.7
Algeria,2001,Road incidents (%),6.7
Algeria,2001,Liver disease (%),1.7
Angola,2001,Cardiovascular diseases (%),8.7
Angola,2001,Cancers (%),3.5
Angola,2001,Respiratory diseases (%),1.4
Angola,2001,Diabetes (%),1.5
Angola,2001,Dementia (%),0.5
Angola,2001,Lower respiratory infections (%),8.9
Angola,2001,Neonatal deaths (%),8.1
Angola,2001,Diarrheal diseases (%),22.4
Angola,2001,Road incidents (%),2.3
Angola,2001,Liver disease (%),1.4
Antigua and Barbuda,2001,Cardiovascular diseases (%),34.5
Antigua and Barbuda,2001,Cancers (%),18.3
Antigua and Barbuda,2001,Respiratory diseases (%),2
Antigua and Barbuda,2001,Diabetes (%),14.5
Antigua and Barbuda,2001,Dementia (%),4.1
Antigua and Barbuda,2001,Lower respiratory infections (%),5
Antigua and Barbuda,2001,Neonatal deaths (%),2.4
Antigua and Barbuda,2001,Diarrheal diseases (%),0.4
Antigua and Barbuda,2001,Road incidents (%),1.4
Antigua and Barbuda,2001,Liver disease (%),2
Argentina,2001,Cardiovascular diseases (%),35.8
Argentina,2001,Cancers (%),21.5
Argentina,2001,Respiratory diseases (%),6
Argentina,2001,Diabetes (%),7.5
Argentina,2001,Dementia (%),3.5
Argentina,2001,Lower respiratory infections (%),6.1
Argentina,2001,Neonatal deaths (%),2.1
Argentina,2001,Diarrheal diseases (%),0.3
Argentina,2001,Road incidents (%),1.9
Argentina,2001,Liver disease (%),2
Armenia,2001,Cardiovascular diseases (%),52.3
Armenia,2001,Cancers (%),18
Armenia,2001,Respiratory diseases (%),4.9
Armenia,2001,Diabetes (%),6.4
Armenia,2001,Dementia (%),2.3
Armenia,2001,Lower respiratory infections (%),1.7
Armenia,2001,Neonatal deaths (%),1.7
Armenia,2001,Diarrheal diseases (%),0.4
Armenia,2001,Road incidents (%),1.4
Armenia,2001,Liver disease (%),2.1
Australia,2001,Cardiovascular diseases (%),37.5
Australia,2001,Cancers (%),27.7
Australia,2001,Respiratory diseases (%),6
Australia,2001,Diabetes (%),5.7
Australia,2001,Dementia (%),6.8
Australia,2001,Lower respiratory infections (%),2.2
Australia,2001,Neonatal deaths (%),0.5
Australia,2001,Diarrheal diseases (%),0.1
Australia,2001,Road incidents (%),1.5
Australia,2001,Liver disease (%),1.1
Austria,2001,Cardiovascular diseases (%),45.8
Austria,2001,Cancers (%),24.4
Austria,2001,Respiratory diseases (%),4
Austria,2001,Diabetes (%),4.2
Austria,2001,Dementia (%),7.4
Austria,2001,Lower respiratory infections (%),1.2
Austria,2001,Neonatal deaths (%),0.2
Austria,2001,Diarrheal diseases (%),0
Austria,2001,Road incidents (%),1.2
Austria,2001,Liver disease (%),2.6
Azerbaijan,2001,Cardiovascular diseases (%),48.9
Azerbaijan,2001,Cancers (%),11.9
Azerbaijan,2001,Respiratory diseases (%),3.3
Azerbaijan,2001,Diabetes (%),4.6
Azerbaijan,2001,Dementia (%),1.2
Azerbaijan,2001,Lower respiratory infections (%),7.4
Azerbaijan,2001,Neonatal deaths (%),4
Azerbaijan,2001,Diarrheal diseases (%),1
Azerbaijan,2001,Road incidents (%),1.2
Azerbaijan,2001,Liver disease (%),4.2
Bahamas,2001,Cardiovascular diseases (%),30.3
Bahamas,2001,Cancers (%),17.7
Bahamas,2001,Respiratory diseases (%),1.8
Bahamas,2001,Diabetes (%),10.8
Bahamas,2001,Dementia (%),2.2
Bahamas,2001,Lower respiratory infections (%),3.9
Bahamas,2001,Neonatal deaths (%),1.6
Bahamas,2001,Diarrheal diseases (%),0.2
Bahamas,2001,Road incidents (%),2.8
Bahamas,2001,Liver disease (%),2.2
Bahrain,2001,Cardiovascular diseases (%),33.1
Bahrain,2001,Cancers (%),13.1
Bahrain,2001,Respiratory diseases (%),4.3
Bahrain,2001,Diabetes (%),17.8
Bahrain,2001,Dementia (%),2.7
Bahrain,2001,Lower respiratory infections (%),2.4
Bahrain,2001,Neonatal deaths (%),2.2
Bahrain,2001,Diarrheal diseases (%),0.3
Bahrain,2001,Road incidents (%),5.3
Bahrain,2001,Liver disease (%),1.8
Bangladesh,2001,Cardiovascular diseases (%),20.2
Bangladesh,2001,Cancers (%),7.3
Bangladesh,2001,Respiratory diseases (%),8.2
Bangladesh,2001,Diabetes (%),4.6
Bangladesh,2001,Dementia (%),1.1
Bangladesh,2001,Lower respiratory infections (%),9
Bangladesh,2001,Neonatal deaths (%),11.8
Bangladesh,2001,Diarrheal diseases (%),6.2
Bangladesh,2001,Road incidents (%),1.3
Bangladesh,2001,Liver disease (%),2.8
Barbados,2001,Cardiovascular diseases (%),31.9
Barbados,2001,Cancers (%),22
Barbados,2001,Respiratory diseases (%),2.2
Barbados,2001,Diabetes (%),14.7
Barbados,2001,Dementia (%),4.7
Barbados,2001,Lower respiratory infections (%),5.7
Barbados,2001,Neonatal deaths (%),1.3
Barbados,2001,Diarrheal diseases (%),0.2
Barbados,2001,Road incidents (%),1.4
Barbados,2001,Liver disease (%),1.4
Belarus,2001,Cardiovascular diseases (%),59.2
Belarus,2001,Cancers (%),15.2
Belarus,2001,Respiratory diseases (%),4.5
Belarus,2001,Diabetes (%),1.4
Belarus,2001,Dementia (%),2
Belarus,2001,Lower respiratory infections (%),0.9
Belarus,2001,Neonatal deaths (%),0.3
Belarus,2001,Diarrheal diseases (%),0
Belarus,2001,Road incidents (%),1.8
Belarus,2001,Liver disease (%),1.3
Belgium,2001,Cardiovascular diseases (%),34.7
Belgium,2001,Cancers (%),26.4
Belgium,2001,Respiratory diseases (%),6.7
Belgium,2001,Diabetes (%),4.1
Belgium,2001,Dementia (%),8.5
Belgium,2001,Lower respiratory infections (%),4.3
Belgium,2001,Neonatal deaths (%),0.2
Belgium,2001,Diarrheal diseases (%),0.2
Belgium,2001,Road incidents (%),1.6
Belgium,2001,Liver disease (%),1.7
Belize,2001,Cardiovascular diseases (%),25.5
Belize,2001,Cancers (%),12.2
Belize,2001,Respiratory diseases (%),3.4
Belize,2001,Diabetes (%),11.1
Belize,2001,Dementia (%),1.9
Belize,2001,Lower respiratory infections (%),6.7
Belize,2001,Neonatal deaths (%),6.3
Belize,2001,Diarrheal diseases (%),1
Belize,2001,Road incidents (%),4.2
Belize,2001,Liver disease (%),2.5
Benin,2001,Cardiovascular diseases (%),9.4
Benin,2001,Cancers (%),4.7
Benin,2001,Respiratory diseases (%),1.7
Benin,2001,Diabetes (%),3.7
Benin,2001,Dementia (%),0.6
Benin,2001,Lower respiratory infections (%),11.6
Benin,2001,Neonatal deaths (%),10.6
Benin,2001,Diarrheal diseases (%),9.9
Benin,2001,Road incidents (%),1.8
Benin,2001,Liver disease (%),1.8
Bhutan,2001,Cardiovascular diseases (%),17.4
Bhutan,2001,Cancers (%),6.1
Bhutan,2001,Respiratory diseases (%),7.7
Bhutan,2001,Diabetes (%),4.6
Bhutan,2001,Dementia (%),1
Bhutan,2001,Lower respiratory infections (%),11.3
Bhutan,2001,Neonatal deaths (%),15.7
Bhutan,2001,Diarrheal diseases (%),4.4
Bhutan,2001,Road incidents (%),2
Bhutan,2001,Liver disease (%),2.1
Bolivia,2001,Cardiovascular diseases (%),18.2
Bolivia,2001,Cancers (%),12.5
Bolivia,2001,Respiratory diseases (%),3.8
Bolivia,2001,Diabetes (%),6.6
Bolivia,2001,Dementia (%),1.7
Bolivia,2001,Lower respiratory infections (%),13.4
Bolivia,2001,Neonatal deaths (%),8.7
Bolivia,2001,Diarrheal diseases (%),3.5
Bolivia,2001,Road incidents (%),3.7
Bolivia,2001,Liver disease (%),2.4
Bosnia and Herzegovina,2001,Cardiovascular diseases (%),52.1
Bosnia and Herzegovina,2001,Cancers (%),22.7
Bosnia and Herzegovina,2001,Respiratory diseases (%),3.8
Bosnia and Herzegovina,2001,Diabetes (%),5.4
Bosnia and Herzegovina,2001,Dementia (%),2.8
Bosnia and Herzegovina,2001,Lower respiratory infections (%),1.1
Bosnia and Herzegovina,2001,Neonatal deaths (%),0.6
Bosnia and Herzegovina,2001,Diarrheal diseases (%),0
Bosnia and Herzegovina,2001,Road incidents (%),0.8
Bosnia and Herzegovina,2001,Liver disease (%),2.1
Botswana,2001,Cardiovascular diseases (%),8.5
Botswana,2001,Cancers (%),3.8
Botswana,2001,Respiratory diseases (%),1.9
Botswana,2001,Diabetes (%),3.4
Botswana,2001,Dementia (%),0.4
Botswana,2001,Lower respiratory infections (%),3.6
Botswana,2001,Neonatal deaths (%),2.3
Botswana,2001,Diarrheal diseases (%),2.4
Botswana,2001,Road incidents (%),1.4
Botswana,2001,Liver disease (%),0.5
Brazil,2001,Cardiovascular diseases (%),29.8
Brazil,2001,Cancers (%),15.3
Brazil,2001,Respiratory diseases (%),6
Brazil,2001,Diabetes (%),6.8
Brazil,2001,Dementia (%),3.4
Brazil,2001,Lower respiratory infections (%),4.7
Brazil,2001,Neonatal deaths (%),4.2
Brazil,2001,Diarrheal diseases (%),1.4
Brazil,2001,Road incidents (%),4.3
Brazil,2001,Liver disease (%),2.8
Brunei,2001,Cardiovascular diseases (%),27.8
Brunei,2001,Cancers (%),20.1
Brunei,2001,Respiratory diseases (%),6.2
Brunei,2001,Diabetes (%),13.5
Brunei,2001,Dementia (%),3
Brunei,2001,Lower respiratory infections (%),3.3
Brunei,2001,Neonatal deaths (%),2.2
Brunei,2001,Diarrheal diseases (%),0.1
Brunei,2001,Road incidents (%),5.8
Brunei,2001,Liver disease (%),1.2
Bulgaria,2001,Cardiovascular diseases (%),65.6
Bulgaria,2001,Cancers (%),14.6
Bulgaria,2001,Respiratory diseases (%),2.9
Bulgaria,2001,Diabetes (%),3.4
Bulgaria,2001,Dementia (%),2.6
Bulgaria,2001,Lower respiratory infections (%),1.9
Bulgaria,2001,Neonatal deaths (%),0.3
Bulgaria,2001,Diarrheal diseases (%),0
Bulgaria,2001,Road incidents (%),0.9
Bulgaria,2001,Liver disease (%),1.6
Burkina Faso,2001,Cardiovascular diseases (%),6.8
Burkina Faso,2001,Cancers (%),3.5
Burkina Faso,2001,Respiratory diseases (%),0.9
Burkina Faso,2001,Diabetes (%),3
Burkina Faso,2001,Dementia (%),0.4
Burkina Faso,2001,Lower respiratory infections (%),10.9
Burkina Faso,2001,Neonatal deaths (%),7.6
Burkina Faso,2001,Diarrheal diseases (%),11
Burkina Faso,2001,Road incidents (%),1.2
Burkina Faso,2001,Liver disease (%),1.1
Burundi,2001,Cardiovascular diseases (%),9.9
Burundi,2001,Cancers (%),3.8
Burundi,2001,Respiratory diseases (%),1.7
Burundi,2001,Diabetes (%),1.9
Burundi,2001,Dementia (%),0.4
Burundi,2001,Lower respiratory infections (%),7.5
Burundi,2001,Neonatal deaths (%),7.7
Burundi,2001,Diarrheal diseases (%),10.2
Burundi,2001,Road incidents (%),1.4
Burundi,2001,Liver disease (%),1.4
Cambodia,2001,Cardiovascular diseases (%),17.2
Cambodia,2001,Cancers (%),7.5
Cambodia,2001,Respiratory diseases (%),2.9
Cambodia,2001,Diabetes (%),3.4
Cambodia,2001,Dementia (%),1.1
Cambodia,2001,Lower respiratory infections (%),15.2
Cambodia,2001,Neonatal deaths (%),6.9
