Country,Year,cause,percentage
Afghanistan,1992,Cardiovascular diseases (%),18.4
Afghanistan,1992,Cancers (%),4.2
Afghanistan,1992,Respiratory diseases (%),2.2
Afghanistan,1992,Diabetes (%),3.9
Afghanistan,1992,Dementia (%),0.5
Afghanistan,1992,Lower respiratory infections (%),10.1
Afghanistan,1992,Neonatal deaths (%),8.8
Afghanistan,1992,Diarrheal diseases (%),2.7
Afghanistan,1992,Road incidents (%),3.8
Afghanistan,1992,Liver disease (%),0.9
Albania,1992,Cardiovascular diseases (%),41.2
Albania,1992,Cancers (%),15.3
Albania,1992,Respiratory diseases (%),4.6
Albania,1992,Diabetes (%),3.3
Albania,1992,Dementia (%),2.6
Albania,1992,Lower respiratory infections (%),12.4
Albania,1992,Neonatal deaths (%),3.1
Albania,1992,Diarrheal diseases (%),0.6
Albania,1992,Road incidents (%),2.3
Albania,1992,Liver disease (%),1.3
Algeria,1992,Cardiovascular diseases (%),30
Algeria,1992,Cancers (%),7.9
Algeria,1992,Respiratory diseases (%),2.8
Algeria,1992,Diabetes (%),5.7
Algeria,1992,Dementia (%),2.9
Algeria,1992,Lower respiratory infections (%),5.5
Algeria,1992,Neonatal deaths (%),12.5
Algeria,1992,Diarrheal diseases (%),1
Algeria,1992,Road incidents (%),6.8
Algeria,1992,Liver disease (%),1.4
Angola,1992,Cardiovascular diseases (%),7.9
Angola,1992,Cancers (%),3
Angola,1992,Respiratory diseases (%),1.4
Angola,1992,Diabetes (%),1.3
Angola,1992,Dementia (%),0.4
Angola,1992,Lower respiratory infections (%),9.2
Angola,1992,Neonatal deaths (%),7.4
Angola,1992,Diarrheal diseases (%),24.7
Angola,1992,Road incidents (%),2.2
Angola,1992,Liver disease (%),1.2
Antigua and Barbuda,1992,Cardiovascular diseases (%),40.6
Antigua and Barbuda,1992,Cancers (%),17.7
Antigua and Barbuda,1992,Respiratory diseases (%),2.2
Antigua and Barbuda,1992,Diabetes (%),12.8
Antigua and Barbuda,1992,Dementia (%),3.3
Antigua and Barbuda,1992,Lower respiratory infections (%),5.2
Antigua and Barbuda,1992,Neonatal deaths (%),1.9
Antigua and Barbuda,1992,Diarrheal diseases (%),0.5
Antigua and Barbuda,1992,Road incidents (%),1.3
Antigua and Barbuda,1992,Liver disease (%),2
Argentina,1992,Cardiovascular diseases (%),40.2
Argentina,1992,Cancers (%),20.8
Argentina,1992,Respiratory diseases (%),4.6
Argentina,1992,Diabetes (%),6.8
Argentina,1992,Dementia (%),2.8
Argentina,1992,Lower respiratory infections (%),3.6
Argentina,1992,Neonatal deaths (%),3.2
Argentina,1992,Diarrheal diseases (%),0.4
Argentina,1992,Road incidents (%),1.9
Argentina,1992,Liver disease (%),1.9
Armenia,1992,Cardiovascular diseases (%),47.3
Armenia,1992,Cancers (%),16
Armenia,1992,Respiratory diseases (%),4.9
Armenia,1992,Diabetes (%),3.8
Armenia,1992,Dementia (%),1.9
Armenia,1992,Lower respiratory infections (%),4.1
Armenia,1992,Neonatal deaths (%),4.1
Armenia,1992,Diarrheal diseases (%),1.5
Armenia,1992,Road incidents (%),2.3
Armenia,1992,Liver disease (%),1.7
Australia,1992,Cardiovascular diseases (%),42.5
Australia,1992,Cancers (%),26
Australia,1992,Respiratory diseases (%),6.2
Australia,1992,Diabetes (%),4.5
Australia,1992,Dementia (%),5.1
Australia,1992,Lower respiratory infections (%),1.5
Australia,1992,Neonatal deaths (%),0.7
Australia,1992,Diarrheal diseases (%),0
Australia,1992,Road incidents (%),2
Australia,1992,Liver disease (%),1.1
Austria,1992,Cardiovascular diseases (%),48.7
Austria,1992,Cancers (%),23
Austria,1992,Respiratory diseases (%),3.4
Austria,1992,Diabetes (%),3.5
Austria,1992,Dementia (%),5.8
Austria,1992,Lower respiratory infections (%),1.4
Austria,1992,Neonatal deaths (%),0.4
Austria,1992,Diarrheal diseases (%),0
Austria,1992,Road incidents (%),1.6
Austria,1992,Liver disease (%),2.7
Azerbaijan,1992,Cardiovascular diseases (%),38.7
Azerbaijan,1992,Cancers (%),10.4
Azerbaijan,1992,Respiratory diseases (%),3.5
Azerbaijan,1992,Diabetes (%),3
Azerbaijan,1992,Dementia (%),1
Azerbaijan,1992,Lower respiratory infections (%),13.2
Azerbaijan,1992,Neonatal deaths (%),5.4
Azerbaijan,1992,Diarrheal diseases (%),2.2
Azerbaijan,1992,Road incidents (%),2.2
Azerbaijan,1992,Liver disease (%),2.8
Bahamas,1992,Cardiovascular diseases (%),29.9
Bahamas,1992,Cancers (%),17.2
Bahamas,1992,Respiratory diseases (%),2.2
Bahamas,1992,Diabetes (%),10.4
Bahamas,1992,Dementia (%),1.8
Bahamas,1992,Lower respiratory infections (%),4.7
Bahamas,1992,Neonatal deaths (%),3.6
Bahamas,1992,Diarrheal diseases (%),0.5
Bahamas,1992,Road incidents (%),3.3
Bahamas,1992,Liver disease (%),2.5
Bahrain,1992,Cardiovascular diseases (%),35.7
Bahrain,1992,Cancers (%),11.6
Bahrain,1992,Respiratory diseases (%),4.2
Bahrain,1992,Diabetes (%),13.5
Bahrain,1992,Dementia (%),2.2
Bahrain,1992,Lower respiratory infections (%),2.9
Bahrain,1992,Neonatal deaths (%),4.8
Bahrain,1992,Diarrheal diseases (%),0.4
Bahrain,1992,Road incidents (%),5.2
Bahrain,1992,Liver disease (%),1.6
Bangladesh,1992,Cardiovascular diseases (%),12.1
Bangladesh,1992,Cancers (%),5.6
Bangladesh,1992,Respiratory diseases (%),7.4
Bangladesh,1992,Diabetes (%),3.2
Bangladesh,1992,Dementia (%),0.6
Bangladesh,1992,Lower respiratory infections (%),11
Bangladesh,1992,Neonatal deaths (%),13.4
Bangladesh,1992,Diarrheal diseases (%),10.8
Bangladesh,1992,Road incidents (%),0.8
Bangladesh,1992,Liver disease (%),2.5
Barbados,1992,Cardiovascular diseases (%),39.2
Barbados,1992,Cancers (%),20.2
Barbados,1992,Respiratory diseases (%),2.5
Barbados,1992,Diabetes (%),13.2
Barbados,1992,Dementia (%),3.6
Barbados,1992,Lower respiratory infections (%),4.3
Barbados,1992,Neonatal deaths (%),1.6
Barbados,1992,Diarrheal diseases (%),0.3
