Country,Year,cause,percentage
Afghanistan,1998,Cardiovascular diseases (%),19.6
Afghanistan,1998,Cancers (%),4.3
Afghanistan,1998,Respiratory diseases (%),2.4
Afghanistan,1998,Diabetes (%),4
Afghanistan,1998,Dementia (%),0.6
Afghanistan,1998,Lower respiratory infections (%),8.6
Afghanistan,1998,Neonatal deaths (%),7.9
Afghanistan,1998,Diarrheal diseases (%),3.4
Afghanistan,1998,Road incidents (%),3.8
Afghanistan,1998,Liver disease (%),0.9
Albania,1998,Cardiovascular diseases (%),46.9
Albania,1998,Cancers (%),17.2
Albania,1998,Respiratory diseases (%),4.2
Albania,1998,Diabetes (%),3.2
Albania,1998,Dementia (%),2.9
Albania,1998,Lower respiratory infections (%),6.4
Albania,1998,Neonatal deaths (%),2.7
Albania,1998,Diarrheal diseases (%),0.2
Albania,1998,Road incidents (%),1.6
Albania,1998,Liver disease (%),1.3
Algeria,1998,Cardiovascular diseases (%),31.8
Algeria,1998,Cancers (%),8
Algeria,1998,Respiratory diseases (%),2.9
Algeria,1998,Diabetes (%),6.1
Algeria,1998,Dementia (%),3.4
Algeria,1998,Lower respiratory infections (%),4.6
Algeria,1998,Neonatal deaths (%),11.6
Algeria,1998,Diarrheal diseases (%),0.8
Algeria,1998,Road incidents (%),6.9
Algeria,1998,Liver disease (%),1.5
Angola,1998,Cardiovascular diseases (%),8.9
Angola,1998,Cancers (%),3.4
Angola,1998,Respiratory diseases (%),1.5
Angola,1998,Diabetes (%),1.5
Angola,1998,Dementia (%),0.4
Angola,1998,Lower respiratory infections (%),9
Angola,1998,Neonatal deaths (%),7.7
Angola,1998,Diarrheal diseases (%),24.3
Angola,1998,Road incidents (%),2.3
Angola,1998,Liver disease (%),1.4
Antigua and Barbuda,1998,Cardiovascular diseases (%),37.3
Antigua and Barbuda,1998,Cancers (%),18.2
Antigua and Barbuda,1998,Respiratory diseases (%),2
Antigua and Barbuda,1998,Diabetes (%),13.8
Antigua and Barbuda,1998,Dementia (%),3.9
Antigua and Barbuda,1998,Lower respiratory infections (%),5
Antigua and Barbuda,1998,Neonatal deaths (%),2.4
Antigua and Barbuda,1998,Diarrheal diseases (%),0.5
Antigua and Barbuda,1998,Road incidents (%),1.4
Antigua and Barbuda,1998,Liver disease (%),2.1
Argentina,1998,Cardiovascular diseases (%),36.8
Argentina,1998,Cancers (%),21.3
Argentina,1998,Respiratory diseases (%),5.8
Argentina,1998,Diabetes (%),7.2
Argentina,1998,Dementia (%),3.3
Argentina,1998,Lower respiratory infections (%),5.1
Argentina,1998,Neonatal deaths (%),2.5
Argentina,1998,Diarrheal diseases (%),0.3
Argentina,1998,Road incidents (%),2
Argentina,1998,Liver disease (%),2
Armenia,1998,Cardiovascular diseases (%),52.1
Armenia,1998,Cancers (%),17.2
Armenia,1998,Respiratory diseases (%),4.9
Armenia,1998,Diabetes (%),5.8
Armenia,1998,Dementia (%),2.2
Armenia,1998,Lower respiratory infections (%),2
Armenia,1998,Neonatal deaths (%),2.1
Armenia,1998,Diarrheal diseases (%),0.6
Armenia,1998,Road incidents (%),1.6
Armenia,1998,Liver disease (%),1.9
Australia,1998,Cardiovascular diseases (%),39.2
Australia,1998,Cancers (%),27.2
Australia,1998,Respiratory diseases (%),6.1
Australia,1998,Diabetes (%),5.3
Australia,1998,Dementia (%),6.1
Australia,1998,Lower respiratory infections (%),1.9
Australia,1998,Neonatal deaths (%),0.5
Australia,1998,Diarrheal diseases (%),0.1
Australia,1998,Road incidents (%),1.7
Australia,1998,Liver disease (%),1.1
Austria,1998,Cardiovascular diseases (%),48.2
Austria,1998,Cancers (%),23.8
Austria,1998,Respiratory diseases (%),3.6
Austria,1998,Diabetes (%),3.5
Austria,1998,Dementia (%),6.8
Austria,1998,Lower respiratory infections (%),1.2
Austria,1998,Neonatal deaths (%),0.2
Austria,1998,Diarrheal diseases (%),0
Austria,1998,Road incidents (%),1.3
Austria,1998,Liver disease (%),2.6
Azerbaijan,1998,Cardiovascular diseases (%),45.5
Azerbaijan,1998,Cancers (%),11.2
Azerbaijan,1998,Respiratory diseases (%),3.8
Azerbaijan,1998,Diabetes (%),4
Azerbaijan,1998,Dementia (%),1.1
Azerbaijan,1998,Lower respiratory infections (%),9.8
Azerbaijan,1998,Neonatal deaths (%),4.3
Azerbaijan,1998,Diarrheal diseases (%),1.5
Azerbaijan,1998,Road incidents (%),1.3
Azerbaijan,1998,Liver disease (%),3.9
Bahamas,1998,Cardiovascular diseases (%),30.7
Bahamas,1998,Cancers (%),17.9
Bahamas,1998,Respiratory diseases (%),2.1
Bahamas,1998,Diabetes (%),11.4
Bahamas,1998,Dementia (%),2
Bahamas,1998,Lower respiratory infections (%),4.2
Bahamas,1998,Neonatal deaths (%),2
Bahamas,1998,Diarrheal diseases (%),0.3
Bahamas,1998,Road incidents (%),3
Bahamas,1998,Liver disease (%),2.5
Bahrain,1998,Cardiovascular diseases (%),35.4
Bahrain,1998,Cancers (%),12.8
Bahrain,1998,Respiratory diseases (%),4.5
Bahrain,1998,Diabetes (%),16.2
Bahrain,1998,Dementia (%),2.6
Bahrain,1998,Lower respiratory infections (%),2.2
Bahrain,1998,Neonatal deaths (%),2.3
Bahrain,1998,Diarrheal diseases (%),0.3
Bahrain,1998,Road incidents (%),5
Bahrain,1998,Liver disease (%),1.8
Bangladesh,1998,Cardiovascular diseases (%),16.3
Bangladesh,1998,Cancers (%),6.9
Bangladesh,1998,Respiratory diseases (%),7.9
Bangladesh,1998,Diabetes (%),4.2
Bangladesh,1998,Dementia (%),1
Bangladesh,1998,Lower respiratory infections (%),9.9
Bangladesh,1998,Neonatal deaths (%),12.5
Bangladesh,1998,Diarrheal diseases (%),7.5
Bangladesh,1998,Road incidents (%),1
Bangladesh,1998,Liver disease (%),2.6
Barbados,1998,Cardiovascular diseases (%),34.9
Barbados,1998,Cancers (%),21.3
Barbados,1998,Respiratory diseases (%),2.3
Barbados,1998,Diabetes (%),14.5
Barbados,1998,Dementia (%),4.3
Barbados,1998,Lower respiratory infections (%),5.1
Barbados,1998,Neonatal deaths (%),1.3
Barbados,1998,Diarrheal diseases (%),0.3
Barbados,1998,Road incidents (%),1.3
Barbados,1998,Liver disease (%),1.4
Belarus,1998,Cardiovascular diseases (%),57.8
Belarus,1998,Cancers (%),15.7
Belarus,1998,Respiratory diseases (%),5.2
Belarus,1998,Diabetes (%),1.5
Belarus,1998,Dementia (%),2
Belarus,1998,Lower respiratory infections (%),0.9
Belarus,1998,Neonatal deaths (%),0.4
Belarus,1998,Diarrheal diseases (%),0
Belarus,1998,Road incidents (%),1.9
Belarus,1998,Liver disease (%),1
Belgium,1998,Cardiovascular diseases (%),35.7
Belgium,1998,Cancers (%),26.6
Belgium,1998,Respiratory diseases (%),6.9
Belgium,1998,Diabetes (%),4.1
Belgium,1998,Dementia (%),8.1
Belgium,1998,Lower respiratory infections (%),3.8
Belgium,1998,Neonatal deaths (%),0.3
Belgium,1998,Diarrheal diseases (%),0.2
Belgium,1998,Road incidents (%),1.7
Belgium,1998,Liver disease (%),1.7
Belize,1998,Cardiovascular diseases (%),28.4
Belize,1998,Cancers (%),12.5
Belize,1998,Respiratory diseases (%),3.5
Belize,1998,Diabetes (%),10.4
Belize,1998,Dementia (%),2.2
Belize,1998,Lower respiratory infections (%),7.2
Belize,1998,Neonatal deaths (%),6.4
Belize,1998,Diarrheal diseases (%),1.4
Belize,1998,Road incidents (%),4.1
Belize,1998,Liver disease (%),2.4
Benin,1998,Cardiovascular diseases (%),9
Benin,1998,Cancers (%),4.6
Benin,1998,Respiratory diseases (%),1.6
Benin,1998,Diabetes (%),3.7
Benin,1998,Dementia (%),0.6
Benin,1998,Lower respiratory infections (%),12.8
Benin,1998,Neonatal deaths (%),10.9
Benin,1998,Diarrheal diseases (%),10
Benin,1998,Road incidents (%),1.8
Benin,1998,Liver disease (%),1.7
Bhutan,1998,Cardiovascular diseases (%),15.7
Bhutan,1998,Cancers (%),5.6
Bhutan,1998,Respiratory diseases (%),7.8
Bhutan,1998,Diabetes (%),4.2
Bhutan,1998,Dementia (%),0.8
Bhutan,1998,Lower respiratory infections (%),12.1
Bhutan,1998,Neonatal deaths (%),16
Bhutan,1998,Diarrheal diseases (%),5.2
Bhutan,1998,Road incidents (%),2
Bhutan,1998,Liver disease (%),2
Bolivia,1998,Cardiovascular diseases (%),17.6
Bolivia,1998,Cancers (%),11.7
Bolivia,1998,Respiratory diseases (%),3.6
Bolivia,1998,Diabetes (%),6
Bolivia,1998,Dementia (%),1.4
Bolivia,1998,Lower respiratory infections (%),14.2
Bolivia,1998,Neonatal deaths (%),9.2
Bolivia,1998,Diarrheal diseases (%),3.6
