Country,Year,cause,percentage
Afghanistan,2007,Cardiovascular diseases (%),24.1
Afghanistan,2007,Cancers (%),5.6
Afghanistan,2007,Respiratory diseases (%),3
Afghanistan,2007,Diabetes (%),5.5
Afghanistan,2007,Dementia (%),0.7
Afghanistan,2007,Lower respiratory infections (%),9.4
Afghanistan,2007,Neonatal deaths (%),8.5
Afghanistan,2007,Diarrheal diseases (%),3.3
Afghanistan,2007,Road incidents (%),4.8
Afghanistan,2007,Liver disease (%),1.2
Albania,2007,Cardiovascular diseases (%),57.4
Albania,2007,Cancers (%),18.8
Albania,2007,Respiratory diseases (%),3.4
Albania,2007,Diabetes (%),3.1
Albania,2007,Dementia (%),3.3
Albania,2007,Lower respiratory infections (%),2.2
Albania,2007,Neonatal deaths (%),1.3
Albania,2007,Diarrheal diseases (%),0
Albania,2007,Road incidents (%),1.4
Albania,2007,Liver disease (%),1.4
Algeria,2007,Cardiovascular diseases (%),35.8
Algeria,2007,Cancers (%),9.7
Algeria,2007,Respiratory diseases (%),3.2
Algeria,2007,Diabetes (%),8.1
Algeria,2007,Dementia (%),5.1
Algeria,2007,Lower respiratory infections (%),4.1
Algeria,2007,Neonatal deaths (%),8.8
Algeria,2007,Diarrheal diseases (%),0.5
Algeria,2007,Road incidents (%),6.2
Algeria,2007,Liver disease (%),1.9
Angola,2007,Cardiovascular diseases (%),10.1
Angola,2007,Cancers (%),4.5
Angola,2007,Respiratory diseases (%),1.6
Angola,2007,Diabetes (%),2.1
Angola,2007,Dementia (%),0.6
Angola,2007,Lower respiratory infections (%),10.3
Angola,2007,Neonatal deaths (%),9.4
Angola,2007,Diarrheal diseases (%),14.1
Angola,2007,Road incidents (%),3
Angola,2007,Liver disease (%),1.8
Antigua and Barbuda,2007,Cardiovascular diseases (%),34
Antigua and Barbuda,2007,Cancers (%),18.7
Antigua and Barbuda,2007,Respiratory diseases (%),1.9
Antigua and Barbuda,2007,Diabetes (%),15
Antigua and Barbuda,2007,Dementia (%),4.5
