Country,Year,cause,percentage
Afghanistan,2004,Cardiovascular diseases (%),23.3
Afghanistan,2004,Cancers (%),5.3
Afghanistan,2004,Respiratory diseases (%),2.9
Afghanistan,2004,Diabetes (%),5.2
Afghanistan,2004,Dementia (%),0.7
Afghanistan,2004,Lower respiratory infections (%),10.7
Afghanistan,2004,Neonatal deaths (%),9.1
Afghanistan,2004,Diarrheal diseases (%),4.2
Afghanistan,2004,Road incidents (%),4.8
Afghanistan,2004,Liver disease (%),1.1
Afghanistan,2004,Tuberculosis (%),6.3
Afghanistan,2004,Kidney disease (%),2.2
Afghanistan,2004,Digestive diseases (%),1.3
Afghanistan,2004,HIV/AIDS (%),0
Afghanistan,2004,Suicide (%),0.6
Afghanistan,2004,Malaria (%),0.7
Afghanistan,2004,Homicide (%),1.7
Afghanistan,2004,Nutritional deficiencies (%),0.3
Afghanistan,2004,Meningitis (%),3.2
Afghanistan,2004,Protein-energy malnutrition (%),0.3
Afghanistan,2004,Drowning (%),1.3
Afghanistan,2004,Maternal deaths (%),2
Afghanistan,2004,Parkinson disease (%),0
Afghanistan,2004,Alcohol disorders (%),0
Afghanistan,2004,Intestinal infectious diseases (%),0.2
Afghanistan,2004,Drug disorders (%),0.1
Afghanistan,2004,Hepatitis (%),0.1
Afghanistan,2004,Fire (%),0.2
Afghanistan,2004,Heat-related (hot and cold exposure) (%),0.2
Afghanistan,2004,Natural disasters (%),0
Afghanistan,2004,Conflict (%),204
Afghanistan,2004,Terrorism (%),104
Albania,2004,Cardiovascular diseases (%),55
Albania,2004,Cancers (%),18.6
Albania,2004,Respiratory diseases (%),3.7
Albania,2004,Diabetes (%),3.3
Albania,2004,Dementia (%),3.1
Albania,2004,Lower respiratory infections (%),2.9
Albania,2004,Neonatal deaths (%),1.6
Albania,2004,Diarrheal diseases (%),0.1
Albania,2004,Road incidents (%),1.6
Albania,2004,Liver disease (%),1.3
Albania,2004,Tuberculosis (%),0.1
Albania,2004,Kidney disease (%),1.7
Albania,2004,Digestive diseases (%),0.9
Albania,2004,HIV/AIDS (%),0
Albania,2004,Suicide (%),1
Albania,2004,Malaria (%),0
Albania,2004,Homicide (%),0.6
Albania,2004,Nutritional deficiencies (%),0
Albania,2004,Meningitis (%),0.2
Albania,2004,Protein-energy malnutrition (%),0
Albania,2004,Drowning (%),0.4
Albania,2004,Maternal deaths (%),0
Albania,2004,Parkinson disease (%),0.5
Albania,2004,Alcohol disorders (%),0.1
Albania,2004,Intestinal infectious diseases (%),0
Albania,2004,Drug disorders (%),0.2
Albania,2004,Hepatitis (%),0
Albania,2004,Fire (%),0.1
Albania,2004,Heat-related (hot and cold exposure) (%),0
Albania,2004,Natural disasters (%),0
Albania,2004,Conflict (%),0
Albania,2004,Terrorism (%),0
Algeria,2004,Cardiovascular diseases (%),34.9
Algeria,2004,Cancers (%),9
Algeria,2004,Respiratory diseases (%),3.1
Algeria,2004,Diabetes (%),7.3
Algeria,2004,Dementia (%),4.5
Algeria,2004,Lower respiratory infections (%),4.3
Algeria,2004,Neonatal deaths (%),10
Algeria,2004,Diarrheal diseases (%),0.6
Algeria,2004,Road incidents (%),6.5
Algeria,2004,Liver disease (%),1.8
Algeria,2004,Tuberculosis (%),1
Algeria,2004,Kidney disease (%),3.1
Algeria,2004,Digestive diseases (%),1.3
Algeria,2004,HIV/AIDS (%),0.1
Algeria,2004,Suicide (%),0.8
Algeria,2004,Malaria (%),0
Algeria,2004,Homicide (%),0.3
Algeria,2004,Nutritional deficiencies (%),0.1
Algeria,2004,Meningitis (%),0.3
Algeria,2004,Protein-energy malnutrition (%),0.1
Algeria,2004,Drowning (%),0.6
Algeria,2004,Maternal deaths (%),0.7
Algeria,2004,Parkinson disease (%),0.3
Algeria,2004,Alcohol disorders (%),0.1
Algeria,2004,Intestinal infectious diseases (%),0.1
Algeria,2004,Drug disorders (%),0.2
Algeria,2004,Hepatitis (%),0.2
Algeria,2004,Fire (%),0.5
Algeria,2004,Heat-related (hot and cold exposure) (%),0.1
Algeria,2004,Natural disasters (%),0
Algeria,2004,Conflict (%),221
Algeria,2004,Terrorism (%),115
Angola,2004,Cardiovascular diseases (%),9.5
Angola,2004,Cancers (%),4
Angola,2004,Respiratory diseases (%),1.5
Angola,2004,Diabetes (%),1.8
Angola,2004,Dementia (%),0.5
Angola,2004,Lower respiratory infections (%),10
Angola,2004,Neonatal deaths (%),8.8
Angola,2004,Diarrheal diseases (%),18.2
Angola,2004,Road incidents (%),2.7
Angola,2004,Liver disease (%),1.6
Angola,2004,Tuberculosis (%),7.3
Angola,2004,Kidney disease (%),0.4
Angola,2004,Digestive diseases (%),1.8
Angola,2004,HIV/AIDS (%),4.4
Angola,2004,Suicide (%),0.5
Angola,2004,Malaria (%),6.1
Angola,2004,Homicide (%),0.4
Angola,2004,Nutritional deficiencies (%),4.1
Angola,2004,Meningitis (%),2.1
Angola,2004,Protein-energy malnutrition (%),3.8
Angola,2004,Drowning (%),1.5
Angola,2004,Maternal deaths (%),1.4
Angola,2004,Parkinson disease (%),0
Angola,2004,Alcohol disorders (%),0.1
Angola,2004,Intestinal infectious diseases (%),0.2
Angola,2004,Drug disorders (%),0
Angola,2004,Hepatitis (%),0.2
Angola,2004,Fire (%),0.6
Angola,2004,Heat-related (hot and cold exposure) (%),0.1
Angola,2004,Natural disasters (%),0
Angola,2004,Conflict (%),19
Angola,2004,Terrorism (%),0
Antigua and Barbuda,2004,Cardiovascular diseases (%),34.3
Antigua and Barbuda,2004,Cancers (%),18.4
Antigua and Barbuda,2004,Respiratory diseases (%),1.9
Antigua and Barbuda,2004,Diabetes (%),14.8
Antigua and Barbuda,2004,Dementia (%),4.2
Antigua and Barbuda,2004,Lower respiratory infections (%),5.1
Antigua and Barbuda,2004,Neonatal deaths (%),2.1
Antigua and Barbuda,2004,Diarrheal diseases (%),0.3
Antigua and Barbuda,2004,Road incidents (%),1.5
Antigua and Barbuda,2004,Liver disease (%),2.1
Antigua and Barbuda,2004,Tuberculosis (%),0.1
Antigua and Barbuda,2004,Kidney disease (%),3.8
Antigua and Barbuda,2004,Digestive diseases (%),1.7
Antigua and Barbuda,2004,HIV/AIDS (%),2.8
Antigua and Barbuda,2004,Suicide (%),0.4
Antigua and Barbuda,2004,Malaria (%),0
Antigua and Barbuda,2004,Homicide (%),0.9
Antigua and Barbuda,2004,Nutritional deficiencies (%),0.6
Antigua and Barbuda,2004,Meningitis (%),0.3
Antigua and Barbuda,2004,Protein-energy malnutrition (%),0.6
Antigua and Barbuda,2004,Drowning (%),0.8
Antigua and Barbuda,2004,Maternal deaths (%),0.1
Antigua and Barbuda,2004,Parkinson disease (%),0.4
