Country,Year,cause,percentage
Afghanistan,2013,Cardiovascular diseases (%),26.8
Afghanistan,2013,Cancers (%),6.5
Afghanistan,2013,Respiratory diseases (%),3.3
Afghanistan,2013,Diabetes (%),6.7
Afghanistan,2013,Dementia (%),0.9
Afghanistan,2013,Lower respiratory infections (%),7
Afghanistan,2013,Neonatal deaths (%),7.8
Afghanistan,2013,Diarrheal diseases (%),1.8
Afghanistan,2013,Road incidents (%),5.2
Afghanistan,2013,Liver disease (%),1.3
Albania,2013,Cardiovascular diseases (%),58
Albania,2013,Cancers (%),19.6
Albania,2013,Respiratory diseases (%),3.4
Albania,2013,Diabetes (%),3.1
Albania,2013,Dementia (%),4
Albania,2013,Lower respiratory infections (%),1.8
Albania,2013,Neonatal deaths (%),1
Albania,2013,Diarrheal diseases (%),0
Albania,2013,Road incidents (%),1.2
Albania,2013,Liver disease (%),1.4
Algeria,2013,Cardiovascular diseases (%),38.7
Algeria,2013,Cancers (%),10.6
Algeria,2013,Respiratory diseases (%),3.3
Algeria,2013,Diabetes (%),9.7
Algeria,2013,Dementia (%),6.2
Algeria,2013,Lower respiratory infections (%),3.8
Algeria,2013,Neonatal deaths (%),5.9
Algeria,2013,Diarrheal diseases (%),0.4
Algeria,2013,Road incidents (%),5.6
Algeria,2013,Liver disease (%),2.1
Angola,2013,Cardiovascular diseases (%),11.9
Angola,2013,Cancers (%),5.8
Angola,2013,Respiratory diseases (%),1.8
Angola,2013,Diabetes (%),2.6
Angola,2013,Dementia (%),0.9
Angola,2013,Lower respiratory infections (%),9.4
Angola,2013,Neonatal deaths (%),9.8
Angola,2013,Diarrheal diseases (%),10.5
Angola,2013,Road incidents (%),3.2
Angola,2013,Liver disease (%),2.2
Antigua and Barbuda,2013,Cardiovascular diseases (%),33.5
Antigua and Barbuda,2013,Cancers (%),20.2
Antigua and Barbuda,2013,Respiratory diseases (%),1.7
Antigua and Barbuda,2013,Diabetes (%),15.3
Antigua and Barbuda,2013,Dementia (%),4.4
Antigua and Barbuda,2013,Lower respiratory infections (%),5.1
Antigua and Barbuda,2013,Neonatal deaths (%),1.3
Antigua and Barbuda,2013,Diarrheal diseases (%),0.3
Antigua and Barbuda,2013,Road incidents (%),1.6
Antigua and Barbuda,2013,Liver disease (%),2.3
Argentina,2013,Cardiovascular diseases (%),33.6
Argentina,2013,Cancers (%),21.6
Argentina,2013,Respiratory diseases (%),6
Argentina,2013,Diabetes (%),7.9
Argentina,2013,Dementia (%),4.4
Argentina,2013,Lower respiratory infections (%),8.3
Argentina,2013,Neonatal deaths (%),1.2
Argentina,2013,Diarrheal diseases (%),0.2
Argentina,2013,Road incidents (%),2.1
Argentina,2013,Liver disease (%),2.3
Armenia,2013,Cardiovascular diseases (%),48.8
Armenia,2013,Cancers (%),19.8
Armenia,2013,Respiratory diseases (%),4.5
Armenia,2013,Diabetes (%),8.2
Armenia,2013,Dementia (%),3.5
Armenia,2013,Lower respiratory infections (%),1.7
Armenia,2013,Neonatal deaths (%),0.8
Armenia,2013,Diarrheal diseases (%),0.1
Armenia,2013,Road incidents (%),1
Armenia,2013,Liver disease (%),3.7
Australia,2013,Cardiovascular diseases (%),31.4
Australia,2013,Cancers (%),29.6
Australia,2013,Respiratory diseases (%),6.2
Australia,2013,Diabetes (%),6.7
Australia,2013,Dementia (%),9
Australia,2013,Lower respiratory infections (%),2.6
Australia,2013,Neonatal deaths (%),0.4
Australia,2013,Diarrheal diseases (%),0.2
Australia,2013,Road incidents (%),1
Australia,2013,Liver disease (%),1.3
Austria,2013,Cardiovascular diseases (%),39.7
Austria,2013,Cancers (%),25.6
Austria,2013,Respiratory diseases (%),4.1
Austria,2013,Diabetes (%),7.3
Austria,2013,Dementia (%),9.6
Austria,2013,Lower respiratory infections (%),0.9
Austria,2013,Neonatal deaths (%),0.2
Austria,2013,Diarrheal diseases (%),0.1
Austria,2013,Road incidents (%),0.7
Austria,2013,Liver disease (%),2.4
Azerbaijan,2013,Cardiovascular diseases (%),51.8
Azerbaijan,2013,Cancers (%),13.1
Azerbaijan,2013,Respiratory diseases (%),3.2
Azerbaijan,2013,Diabetes (%),5.1
Azerbaijan,2013,Dementia (%),1.9
Azerbaijan,2013,Lower respiratory infections (%),4.6
