Country,Year,cause,percentage
Afghanistan,1996,Cardiovascular diseases (%),20.4
Afghanistan,1996,Cancers (%),4.5
Afghanistan,1996,Respiratory diseases (%),2.5
Afghanistan,1996,Diabetes (%),4.2
Afghanistan,1996,Dementia (%),0.6
Afghanistan,1996,Lower respiratory infections (%),9.5
Afghanistan,1996,Neonatal deaths (%),8.5
Afghanistan,1996,Diarrheal diseases (%),3.4
Afghanistan,1996,Road incidents (%),4
Afghanistan,1996,Liver disease (%),1
Albania,1996,Cardiovascular diseases (%),44.4
Albania,1996,Cancers (%),16.5
Albania,1996,Respiratory diseases (%),4.3
Albania,1996,Diabetes (%),3.2
Albania,1996,Dementia (%),2.8
Albania,1996,Lower respiratory infections (%),8.5
Albania,1996,Neonatal deaths (%),2.9
Albania,1996,Diarrheal diseases (%),0.3
Albania,1996,Road incidents (%),1.7
Albania,1996,Liver disease (%),1.3
Algeria,1996,Cardiovascular diseases (%),31.5
Algeria,1996,Cancers (%),8.2
Algeria,1996,Respiratory diseases (%),2.9
Algeria,1996,Diabetes (%),6
Algeria,1996,Dementia (%),3.3
Algeria,1996,Lower respiratory infections (%),4.8
Algeria,1996,Neonatal deaths (%),12.1
Algeria,1996,Diarrheal diseases (%),0.8
Algeria,1996,Road incidents (%),6.7
Algeria,1996,Liver disease (%),1.5
Angola,1996,Cardiovascular diseases (%),8.7
Angola,1996,Cancers (%),3.3
Angola,1996,Respiratory diseases (%),1.4
Angola,1996,Diabetes (%),1.4
Angola,1996,Dementia (%),0.4
Angola,1996,Lower respiratory infections (%),8.8
Angola,1996,Neonatal deaths (%),7.5
Angola,1996,Diarrheal diseases (%),24.4
Angola,1996,Road incidents (%),2.1
Angola,1996,Liver disease (%),1.3
Antigua and Barbuda,1996,Cardiovascular diseases (%),38.3
Antigua and Barbuda,1996,Cancers (%),18
Antigua and Barbuda,1996,Respiratory diseases (%),2.1
Antigua and Barbuda,1996,Diabetes (%),13.5
Antigua and Barbuda,1996,Dementia (%),3.6
Antigua and Barbuda,1996,Lower respiratory infections (%),5
Antigua and Barbuda,1996,Neonatal deaths (%),2.3
Antigua and Barbuda,1996,Diarrheal diseases (%),0.5
Antigua and Barbuda,1996,Road incidents (%),1.2
Antigua and Barbuda,1996,Liver disease (%),2
Argentina,1996,Cardiovascular diseases (%),37.9
Argentina,1996,Cancers (%),21.4
Argentina,1996,Respiratory diseases (%),5.3
Argentina,1996,Diabetes (%),7.1
Argentina,1996,Dementia (%),3.1
Argentina,1996,Lower respiratory infections (%),4.4
Argentina,1996,Neonatal deaths (%),2.6
Argentina,1996,Diarrheal diseases (%),0.3
Argentina,1996,Road incidents (%),2
Argentina,1996,Liver disease (%),1.9
Armenia,1996,Cardiovascular diseases (%),50.9
Armenia,1996,Cancers (%),16.5
Armenia,1996,Respiratory diseases (%),5.2
Armenia,1996,Diabetes (%),5.1
Armenia,1996,Dementia (%),2
Armenia,1996,Lower respiratory infections (%),2.6
Armenia,1996,Neonatal deaths (%),2.6
Armenia,1996,Diarrheal diseases (%),0.9
Armenia,1996,Road incidents (%),1.7
Armenia,1996,Liver disease (%),2
Australia,1996,Cardiovascular diseases (%),40.5
Australia,1996,Cancers (%),26.8
Australia,1996,Respiratory diseases (%),6.2
Australia,1996,Diabetes (%),5
Australia,1996,Dementia (%),5.6
Australia,1996,Lower respiratory infections (%),1.8
Australia,1996,Neonatal deaths (%),0.5
Australia,1996,Diarrheal diseases (%),0.1
Australia,1996,Road incidents (%),1.7
Australia,1996,Liver disease (%),1.1
Austria,1996,Cardiovascular diseases (%),48.7
Austria,1996,Cancers (%),23.5
Austria,1996,Respiratory diseases (%),3.5
Austria,1996,Diabetes (%),3.5
Austria,1996,Dementia (%),6.5
Austria,1996,Lower respiratory infections (%),1.2
Austria,1996,Neonatal deaths (%),0.3
Austria,1996,Diarrheal diseases (%),0
Austria,1996,Road incidents (%),1.4
Austria,1996,Liver disease (%),2.7
Azerbaijan,1996,Cardiovascular diseases (%),43.3
Azerbaijan,1996,Cancers (%),10.9
Azerbaijan,1996,Respiratory diseases (%),3.8
Azerbaijan,1996,Diabetes (%),3.7
Azerbaijan,1996,Dementia (%),1.1
Azerbaijan,1996,Lower respiratory infections (%),11.3
Azerbaijan,1996,Neonatal deaths (%),4.7
Azerbaijan,1996,Diarrheal diseases (%),1.9
Azerbaijan,1996,Road incidents (%),1.6
Azerbaijan,1996,Liver disease (%),3.6
Bahamas,1996,Cardiovascular diseases (%),29.5
Bahamas,1996,Cancers (%),17.1
Bahamas,1996,Respiratory diseases (%),2
Bahamas,1996,Diabetes (%),11.1
Bahamas,1996,Dementia (%),1.9
Bahamas,1996,Lower respiratory infections (%),4.2
Bahamas,1996,Neonatal deaths (%),2.6
Bahamas,1996,Diarrheal diseases (%),0.4
Bahamas,1996,Road incidents (%),2.8
Bahamas,1996,Liver disease (%),2.3
Bahrain,1996,Cardiovascular diseases (%),35.3
Bahrain,1996,Cancers (%),12.3
Bahrain,1996,Respiratory diseases (%),4.4
Bahrain,1996,Diabetes (%),15.6
Bahrain,1996,Dementia (%),2.5
Bahrain,1996,Lower respiratory infections (%),2.3
Bahrain,1996,Neonatal deaths (%),2.7
Bahrain,1996,Diarrheal diseases (%),0.3
Bahrain,1996,Road incidents (%),5.4
Bahrain,1996,Liver disease (%),1.7
Bangladesh,1996,Cardiovascular diseases (%),14.7
Bangladesh,1996,Cancers (%),6.5
Bangladesh,1996,Respiratory diseases (%),7.8
Bangladesh,1996,Diabetes (%),3.8
Bangladesh,1996,Dementia (%),0.8
Bangladesh,1996,Lower respiratory infections (%),10.2
Bangladesh,1996,Neonatal deaths (%),12.6
Bangladesh,1996,Diarrheal diseases (%),8.8
Bangladesh,1996,Road incidents (%),0.9
Bangladesh,1996,Liver disease (%),2.5
Barbados,1996,Cardiovascular diseases (%),37.3
Barbados,1996,Cancers (%),20.6
Barbados,1996,Respiratory diseases (%),2.4
Barbados,1996,Diabetes (%),14.1
Barbados,1996,Dementia (%),4
Barbados,1996,Lower respiratory infections (%),4.7
Barbados,1996,Neonatal deaths (%),1.3
Barbados,1996,Diarrheal diseases (%),0.3
Barbados,1996,Road incidents (%),1.2
Barbados,1996,Liver disease (%),1.4
Belarus,1996,Cardiovascular diseases (%),57.2
Belarus,1996,Cancers (%),16.1
Belarus,1996,Respiratory diseases (%),5.6
Belarus,1996,Diabetes (%),1.6
Belarus,1996,Dementia (%),2.1
Belarus,1996,Lower respiratory infections (%),0.9
Belarus,1996,Neonatal deaths (%),0.4
Belarus,1996,Diarrheal diseases (%),0.1
Belarus,1996,Road incidents (%),1.9
Belarus,1996,Liver disease (%),0.9
Belgium,1996,Cardiovascular diseases (%),36.4
Belgium,1996,Cancers (%),26.8
Belgium,1996,Respiratory diseases (%),6.9
Belgium,1996,Diabetes (%),4.2
Belgium,1996,Dementia (%),7.8
Belgium,1996,Lower respiratory infections (%),3.4
Belgium,1996,Neonatal deaths (%),0.3
Belgium,1996,Diarrheal diseases (%),0.1
Belgium,1996,Road incidents (%),1.7
Belgium,1996,Liver disease (%),1.6
Belize,1996,Cardiovascular diseases (%),29.5
Belize,1996,Cancers (%),12.1
Belize,1996,Respiratory diseases (%),3.6
Belize,1996,Diabetes (%),9.8
Belize,1996,Dementia (%),2.3
Belize,1996,Lower respiratory infections (%),7.5
Belize,1996,Neonatal deaths (%),6.6
Belize,1996,Diarrheal diseases (%),1.5
Belize,1996,Road incidents (%),3.7
Belize,1996,Liver disease (%),2.3
Benin,1996,Cardiovascular diseases (%),9
Benin,1996,Cancers (%),4.5
Benin,1996,Respiratory diseases (%),1.8
Benin,1996,Diabetes (%),3.7
Benin,1996,Dementia (%),0.6
Benin,1996,Lower respiratory infections (%),13.2
Benin,1996,Neonatal deaths (%),11
Benin,1996,Diarrheal diseases (%),10.3
Benin,1996,Road incidents (%),1.8
Benin,1996,Liver disease (%),1.7
