Country,Year,cause,percentage
Afghanistan,1994,Cardiovascular diseases (%),19.1
Afghanistan,1994,Cancers (%),4.3
Afghanistan,1994,Respiratory diseases (%),2.3
Afghanistan,1994,Diabetes (%),4
Afghanistan,1994,Dementia (%),0.6
Afghanistan,1994,Lower respiratory infections (%),9.5
Afghanistan,1994,Neonatal deaths (%),8.4
Afghanistan,1994,Diarrheal diseases (%),3.1
Afghanistan,1994,Road incidents (%),3.9
Afghanistan,1994,Liver disease (%),0.9
Albania,1994,Cardiovascular diseases (%),42.3
Albania,1994,Cancers (%),15.6
Albania,1994,Respiratory diseases (%),4.5
Albania,1994,Diabetes (%),3.2
Albania,1994,Dementia (%),2.7
Albania,1994,Lower respiratory infections (%),10.9
Albania,1994,Neonatal deaths (%),3
Albania,1994,Diarrheal diseases (%),0.6
Albania,1994,Road incidents (%),2
Albania,1994,Liver disease (%),1.3
Algeria,1994,Cardiovascular diseases (%),30.4
Algeria,1994,Cancers (%),8
Algeria,1994,Respiratory diseases (%),2.8
Algeria,1994,Diabetes (%),5.8
Algeria,1994,Dementia (%),3
Algeria,1994,Lower respiratory infections (%),5.1
Algeria,1994,Neonatal deaths (%),12.1
Algeria,1994,Diarrheal diseases (%),0.8
Algeria,1994,Road incidents (%),6.7
Algeria,1994,Liver disease (%),1.4
Angola,1994,Cardiovascular diseases (%),8.3
Angola,1994,Cancers (%),3.2
Angola,1994,Respiratory diseases (%),1.4
Angola,1994,Diabetes (%),1.4
Angola,1994,Dementia (%),0.4
Angola,1994,Lower respiratory infections (%),8.9
Angola,1994,Neonatal deaths (%),7.4
Angola,1994,Diarrheal diseases (%),24.5
Angola,1994,Road incidents (%),2.2
Angola,1994,Liver disease (%),1.3
Antigua and Barbuda,1994,Cardiovascular diseases (%),39.3
Antigua and Barbuda,1994,Cancers (%),17.9
Antigua and Barbuda,1994,Respiratory diseases (%),2.2
Antigua and Barbuda,1994,Diabetes (%),13.1
Antigua and Barbuda,1994,Dementia (%),3.5
Antigua and Barbuda,1994,Lower respiratory infections (%),5.1
Antigua and Barbuda,1994,Neonatal deaths (%),2.2
Antigua and Barbuda,1994,Diarrheal diseases (%),0.5
Antigua and Barbuda,1994,Road incidents (%),1.2
Antigua and Barbuda,1994,Liver disease (%),2
Argentina,1994,Cardiovascular diseases (%),39
Argentina,1994,Cancers (%),21.3
Argentina,1994,Respiratory diseases (%),4.9
Argentina,1994,Diabetes (%),7.1
Argentina,1994,Dementia (%),3
Argentina,1994,Lower respiratory infections (%),3.9
Argentina,1994,Neonatal deaths (%),2.8
Argentina,1994,Diarrheal diseases (%),0.4
Argentina,1994,Road incidents (%),2
Argentina,1994,Liver disease (%),1.9
Armenia,1994,Cardiovascular diseases (%),48.9
Armenia,1994,Cancers (%),16
Armenia,1994,Respiratory diseases (%),5.2
Armenia,1994,Diabetes (%),4.3
Armenia,1994,Dementia (%),1.9
Armenia,1994,Lower respiratory infections (%),3.4
Armenia,1994,Neonatal deaths (%),3.3
Armenia,1994,Diarrheal diseases (%),1.3
Armenia,1994,Road incidents (%),1.9
Armenia,1994,Liver disease (%),2
Australia,1994,Cardiovascular diseases (%),41.6
Australia,1994,Cancers (%),26.5
Australia,1994,Respiratory diseases (%),6.2
Australia,1994,Diabetes (%),4.7
Australia,1994,Dementia (%),5.3
Australia,1994,Lower respiratory infections (%),1.6
Australia,1994,Neonatal deaths (%),0.6
Australia,1994,Diarrheal diseases (%),0.1
Australia,1994,Road incidents (%),1.8
Australia,1994,Liver disease (%),1.1
Austria,1994,Cardiovascular diseases (%),48.5
Austria,1994,Cancers (%),23.3
Austria,1994,Respiratory diseases (%),3.4
Austria,1994,Diabetes (%),3.5
Austria,1994,Dementia (%),6.2
Austria,1994,Lower respiratory infections (%),1.3
Austria,1994,Neonatal deaths (%),0.3
Austria,1994,Diarrheal diseases (%),0
Austria,1994,Road incidents (%),1.5
Austria,1994,Liver disease (%),2.7
Azerbaijan,1994,Cardiovascular diseases (%),40.6
Azerbaijan,1994,Cancers (%),10.5
Azerbaijan,1994,Respiratory diseases (%),3.7
Azerbaijan,1994,Diabetes (%),3.3
Azerbaijan,1994,Dementia (%),1
Azerbaijan,1994,Lower respiratory infections (%),12.1
Azerbaijan,1994,Neonatal deaths (%),4.8
Azerbaijan,1994,Diarrheal diseases (%),2
Azerbaijan,1994,Road incidents (%),2
Azerbaijan,1994,Liver disease (%),3.2
Bahamas,1994,Cardiovascular diseases (%),29.3
Bahamas,1994,Cancers (%),17
Bahamas,1994,Respiratory diseases (%),2.1
Bahamas,1994,Diabetes (%),10.8
Bahamas,1994,Dementia (%),1.9
Bahamas,1994,Lower respiratory infections (%),4.5
Bahamas,1994,Neonatal deaths (%),3.2
Bahamas,1994,Diarrheal diseases (%),0.5
Bahamas,1994,Road incidents (%),3
Bahamas,1994,Liver disease (%),2.3
Bahrain,1994,Cardiovascular diseases (%),34.9
Bahrain,1994,Cancers (%),11.8
Bahrain,1994,Respiratory diseases (%),4.3
Bahrain,1994,Diabetes (%),14.5
Bahrain,1994,Dementia (%),2.4
Bahrain,1994,Lower respiratory infections (%),2.7
Bahrain,1994,Neonatal deaths (%),4.1
Bahrain,1994,Diarrheal diseases (%),0.3
Bahrain,1994,Road incidents (%),5.4
Bahrain,1994,Liver disease (%),1.7
Bangladesh,1994,Cardiovascular diseases (%),13.2
Bangladesh,1994,Cancers (%),6
Bangladesh,1994,Respiratory diseases (%),7.6
Bangladesh,1994,Diabetes (%),3.4
Bangladesh,1994,Dementia (%),0.7
Bangladesh,1994,Lower respiratory infections (%),10.6
Bangladesh,1994,Neonatal deaths (%),13
Bangladesh,1994,Diarrheal diseases (%),10
Bangladesh,1994,Road incidents (%),0.8
Bangladesh,1994,Liver disease (%),2.5
Barbados,1994,Cardiovascular diseases (%),38.6
Barbados,1994,Cancers (%),20.2
Barbados,1994,Respiratory diseases (%),2.4
Barbados,1994,Diabetes (%),13.7
Barbados,1994,Dementia (%),3.7
Barbados,1994,Lower respiratory infections (%),4.4
Barbados,1994,Neonatal deaths (%),1.4
Barbados,1994,Diarrheal diseases (%),0.3
Barbados,1994,Road incidents (%),1.1
Barbados,1994,Liver disease (%),1.4
Belarus,1994,Cardiovascular diseases (%),56.5
Belarus,1994,Cancers (%),16.3
Belarus,1994,Respiratory diseases (%),5.9
Belarus,1994,Diabetes (%),1.6
Belarus,1994,Dementia (%),2.2
Belarus,1994,Lower respiratory infections (%),0.9
Belarus,1994,Neonatal deaths (%),0.5
Belarus,1994,Diarrheal diseases (%),0.1
Belarus,1994,Road incidents (%),2
Belarus,1994,Liver disease (%),0.8
Belgium,1994,Cardiovascular diseases (%),36.6
Belgium,1994,Cancers (%),27.4
Belgium,1994,Respiratory diseases (%),6.6
Belgium,1994,Diabetes (%),4.1
Belgium,1994,Dementia (%),7.4
Belgium,1994,Lower respiratory infections (%),3.1
Belgium,1994,Neonatal deaths (%),0.3
Belgium,1994,Diarrheal diseases (%),0.1
Belgium,1994,Road incidents (%),1.9
Belgium,1994,Liver disease (%),1.6
Belize,1994,Cardiovascular diseases (%),29.2
Belize,1994,Cancers (%),11.4
Belize,1994,Respiratory diseases (%),3.4
Belize,1994,Diabetes (%),9.2
Belize,1994,Dementia (%),2.3
Belize,1994,Lower respiratory infections (%),7.9
Belize,1994,Neonatal deaths (%),7.5
Belize,1994,Diarrheal diseases (%),1.8
Belize,1994,Road incidents (%),3.3
Belize,1994,Liver disease (%),2.1
Benin,1994,Cardiovascular diseases (%),8.7
Benin,1994,Cancers (%),4.3
Benin,1994,Respiratory diseases (%),1.9
Benin,1994,Diabetes (%),3.6
Benin,1994,Dementia (%),0.6
Benin,1994,Lower respiratory infections (%),13.6
Benin,1994,Neonatal deaths (%),11.3
Benin,1994,Diarrheal diseases (%),10.5
Benin,1994,Road incidents (%),1.7
Benin,1994,Liver disease (%),1.7
Bhutan,1994,Cardiovascular diseases (%),13.6
Bhutan,1994,Cancers (%),4.9
Bhutan,1994,Respiratory diseases (%),7.3
Bhutan,1994,Diabetes (%),3.6
Bhutan,1994,Dementia (%),0.6
Bhutan,1994,Lower respiratory infections (%),11.8
Bhutan,1994,Neonatal deaths (%),15.5
Bhutan,1994,Diarrheal diseases (%),5.7
Bhutan,1994,Road incidents (%),1.8
Bhutan,1994,Liver disease (%),1.8
Bolivia,1994,Cardiovascular diseases (%),16.7
Bolivia,1994,Cancers (%),10.6
Bolivia,1994,Respiratory diseases (%),3.5
Bolivia,1994,Diabetes (%),5.3
Bolivia,1994,Dementia (%),1.1
Bolivia,1994,Lower respiratory infections (%),15.6
Bolivia,1994,Neonatal deaths (%),9.3
Bolivia,1994,Diarrheal diseases (%),4
Bolivia,1994,Road incidents (%),3.6
Bolivia,1994,Liver disease (%),2
Bosnia and Herzegovina,1994,Cardiovascular diseases (%),48.2
Bosnia and Herzegovina,1994,Cancers (%),17.4
Bosnia and Herzegovina,1994,Respiratory diseases (%),3.7
Bosnia and Herzegovina,1994,Diabetes (%),3.9
Bosnia and Herzegovina,1994,Dementia (%),2.1
Bosnia and Herzegovina,1994,Lower respiratory infections (%),1.3
Bosnia and Herzegovina,1994,Neonatal deaths (%),1.4
Bosnia and Herzegovina,1994,Diarrheal diseases (%),0.1
Bosnia and Herzegovina,1994,Road incidents (%),0.8
Bosnia and Herzegovina,1994,Liver disease (%),2
Botswana,1994,Cardiovascular diseases (%),12
Botswana,1994,Cancers (%),5.9
Botswana,1994,Respiratory diseases (%),3
Botswana,1994,Diabetes (%),4.1
Botswana,1994,Dementia (%),0.6
Botswana,1994,Lower respiratory infections (%),5.9
Botswana,1994,Neonatal deaths (%),4.9
Botswana,1994,Diarrheal diseases (%),7
Botswana,1994,Road incidents (%),1.9
Botswana,1994,Liver disease (%),0.7
Brazil,1994,Cardiovascular diseases (%),29.3
Brazil,1994,Cancers (%),12.7
Brazil,1994,Respiratory diseases (%),5.2
Brazil,1994,Diabetes (%),5.5
Brazil,1994,Dementia (%),2.6
Brazil,1994,Lower respiratory infections (%),5.7
Brazil,1994,Neonatal deaths (%),6
Brazil,1994,Diarrheal diseases (%),3.2
Brazil,1994,Road incidents (%),4.7
Brazil,1994,Liver disease (%),2.5
Brunei,1994,Cardiovascular diseases (%),29.1
Brunei,1994,Cancers (%),17.9
