Country,Year,cause,percentage
Afghanistan,1991,Cardiovascular diseases (%),17.8
Afghanistan,1991,Cancers (%),4.1
Afghanistan,1991,Respiratory diseases (%),2.1
Afghanistan,1991,Diabetes (%),3.8
Afghanistan,1991,Dementia (%),0.5
Afghanistan,1991,Lower respiratory infections (%),10.4
Afghanistan,1991,Neonatal deaths (%),8.9
Afghanistan,1991,Diarrheal diseases (%),2.6
Afghanistan,1991,Road incidents (%),3.7
Afghanistan,1991,Liver disease (%),0.8
Afghanistan,1991,Tuberculosis (%),5.9
Afghanistan,1991,Kidney disease (%),1.7
Afghanistan,1991,Digestive diseases (%),1
Afghanistan,1991,HIV/AIDS (%),0
Afghanistan,1991,Suicide (%),0.4
Afghanistan,1991,Malaria (%),0.5
Afghanistan,1991,Homicide (%),1.3
Afghanistan,1991,Nutritional deficiencies (%),0.3
Afghanistan,1991,Meningitis (%),2.9
Afghanistan,1991,Protein-energy malnutrition (%),0.3
Afghanistan,1991,Drowning (%),1
Afghanistan,1991,Maternal deaths (%),1.7
Afghanistan,1991,Parkinson disease (%),0
Afghanistan,1991,Alcohol disorders (%),0
Afghanistan,1991,Intestinal infectious diseases (%),0.2
Afghanistan,1991,Drug disorders (%),0
Afghanistan,1991,Hepatitis (%),0.1
Afghanistan,1991,Fire (%),0.2
Afghanistan,1991,Heat-related (hot and cold exposure) (%),0.1
Afghanistan,1991,Natural disasters (%),0.8
Afghanistan,1991,Conflict (%),2044
Afghanistan,1991,Terrorism (%),0
Albania,1991,Cardiovascular diseases (%),40.7
Albania,1991,Cancers (%),15.2
Albania,1991,Respiratory diseases (%),4.6
Albania,1991,Diabetes (%),3.3
Albania,1991,Dementia (%),2.5
Albania,1991,Lower respiratory infections (%),12.7
Albania,1991,Neonatal deaths (%),3.1
Albania,1991,Diarrheal diseases (%),0.6
Albania,1991,Road incidents (%),2.3
Albania,1991,Liver disease (%),1.3
Albania,1991,Tuberculosis (%),0.2
Albania,1991,Kidney disease (%),1.6
Albania,1991,Digestive diseases (%),1.5
Albania,1991,HIV/AIDS (%),0
Albania,1991,Suicide (%),0.8
Albania,1991,Malaria (%),0
Albania,1991,Homicide (%),1.1
Albania,1991,Nutritional deficiencies (%),0.3
Albania,1991,Meningitis (%),0.7
Albania,1991,Protein-energy malnutrition (%),0.3
Albania,1991,Drowning (%),0.9
Albania,1991,Maternal deaths (%),0.1
Albania,1991,Parkinson disease (%),0.4
Albania,1991,Alcohol disorders (%),0.1
Albania,1991,Intestinal infectious diseases (%),0
Albania,1991,Drug disorders (%),0.1
Albania,1991,Hepatitis (%),0.2
Albania,1991,Fire (%),0.6
Albania,1991,Heat-related (hot and cold exposure) (%),0
Albania,1991,Natural disasters (%),0
Albania,1991,Conflict (%),0
Albania,1991,Terrorism (%),0
Algeria,1991,Cardiovascular diseases (%),29.5
Algeria,1991,Cancers (%),7.8
Algeria,1991,Respiratory diseases (%),2.8
Algeria,1991,Diabetes (%),5.5
Algeria,1991,Dementia (%),2.7
Algeria,1991,Lower respiratory infections (%),5.7
Algeria,1991,Neonatal deaths (%),12.6
Algeria,1991,Diarrheal diseases (%),1
Algeria,1991,Road incidents (%),6.8
Algeria,1991,Liver disease (%),1.4
Algeria,1991,Tuberculosis (%),1.7
Algeria,1991,Kidney disease (%),2.4
Algeria,1991,Digestive diseases (%),1.2
Algeria,1991,HIV/AIDS (%),0
Algeria,1991,Suicide (%),0.7
Algeria,1991,Malaria (%),0
Algeria,1991,Homicide (%),0.3
Algeria,1991,Nutritional deficiencies (%),0.2
Algeria,1991,Meningitis (%),0.6
Algeria,1991,Protein-energy malnutrition (%),0.2
Algeria,1991,Drowning (%),0.8
Algeria,1991,Maternal deaths (%),1.1
Algeria,1991,Parkinson disease (%),0.2
Algeria,1991,Alcohol disorders (%),0
Algeria,1991,Intestinal infectious diseases (%),0.2
Algeria,1991,Drug disorders (%),0.1
Algeria,1991,Hepatitis (%),0.2
Algeria,1991,Fire (%),0.7
Algeria,1991,Heat-related (hot and cold exposure) (%),0.1
Algeria,1991,Natural disasters (%),0
Algeria,1991,Conflict (%),0
Algeria,1991,Terrorism (%),34
Angola,1991,Cardiovascular diseases (%),7.9
Angola,1991,Cancers (%),3
Angola,1991,Respiratory diseases (%),1.4
Angola,1991,Diabetes (%),1.3
Angola,1991,Dementia (%),0.4
Angola,1991,Lower respiratory infections (%),9.3
Angola,1991,Neonatal deaths (%),7.4
Angola,1991,Diarrheal diseases (%),25.2
Angola,1991,Road incidents (%),2.2
Angola,1991,Liver disease (%),1.2
Angola,1991,Tuberculosis (%),9.1
Angola,1991,Kidney disease (%),0.3
Angola,1991,Digestive diseases (%),1.5
Angola,1991,HIV/AIDS (%),0.6
Angola,1991,Suicide (%),0.4
Angola,1991,Malaria (%),1.7
Angola,1991,Homicide (%),0.3
Angola,1991,Nutritional deficiencies (%),3.9
Angola,1991,Meningitis (%),1.7
Angola,1991,Protein-energy malnutrition (%),3.6
Angola,1991,Drowning (%),1.1
Angola,1991,Maternal deaths (%),1.2
Angola,1991,Parkinson disease (%),0
Angola,1991,Alcohol disorders (%),0.1
Angola,1991,Intestinal infectious diseases (%),0.2
Angola,1991,Drug disorders (%),0
Angola,1991,Hepatitis (%),0.2
Angola,1991,Fire (%),0.4
Angola,1991,Heat-related (hot and cold exposure) (%),0.1
Angola,1991,Natural disasters (%),0
Angola,1991,Conflict (%),265
Angola,1991,Terrorism (%),0
Antigua and Barbuda,1991,Cardiovascular diseases (%),40.9
Antigua and Barbuda,1991,Cancers (%),17.7
Antigua and Barbuda,1991,Respiratory diseases (%),2.2
Antigua and Barbuda,1991,Diabetes (%),12.8
Antigua and Barbuda,1991,Dementia (%),3.1
Antigua and Barbuda,1991,Lower respiratory infections (%),5.2
Antigua and Barbuda,1991,Neonatal deaths (%),1.9
Antigua and Barbuda,1991,Diarrheal diseases (%),0.5
Antigua and Barbuda,1991,Road incidents (%),1.3
Antigua and Barbuda,1991,Liver disease (%),2.1
Antigua and Barbuda,1991,Tuberculosis (%),0.2
Antigua and Barbuda,1991,Kidney disease (%),3.5
Antigua and Barbuda,1991,Digestive diseases (%),1.9
Antigua and Barbuda,1991,HIV/AIDS (%),0.7
Antigua and Barbuda,1991,Suicide (%),0.3
Antigua and Barbuda,1991,Malaria (%),0
Antigua and Barbuda,1991,Homicide (%),0.6
Antigua and Barbuda,1991,Nutritional deficiencies (%),0.9
Antigua and Barbuda,1991,Meningitis (%),0.4
Antigua and Barbuda,1991,Protein-energy malnutrition (%),0.9
Antigua and Barbuda,1991,Drowning (%),0.9
Antigua and Barbuda,1991,Maternal deaths (%),0.1
Antigua and Barbuda,1991,Parkinson disease (%),0.3
Antigua and Barbuda,1991,Alcohol disorders (%),0.9
Antigua and Barbuda,1991,Intestinal infectious diseases (%),0
Antigua and Barbuda,1991,Drug disorders (%),0.1
Antigua and Barbuda,1991,Hepatitis (%),0.1
Antigua and Barbuda,1991,Fire (%),0.5
Antigua and Barbuda,1991,Heat-related (hot and cold exposure) (%),0.1
Antigua and Barbuda,1991,Natural disasters (%),0
