Country,Year,cause,percentage
Afghanistan,2010,Cardiovascular diseases (%),25.6
Afghanistan,2010,Cancers (%),6
Afghanistan,2010,Respiratory diseases (%),3.1
Afghanistan,2010,Diabetes (%),5.9
Afghanistan,2010,Dementia (%),0.8
Afghanistan,2010,Lower respiratory infections (%),6.4
Afghanistan,2010,Neonatal deaths (%),7.8
Afghanistan,2010,Diarrheal diseases (%),1.9
Afghanistan,2010,Road incidents (%),4.7
Afghanistan,2010,Liver disease (%),1.2
Albania,2010,Cardiovascular diseases (%),58.4
Albania,2010,Cancers (%),19.1
Albania,2010,Respiratory diseases (%),3.3
Albania,2010,Diabetes (%),3
Albania,2010,Dementia (%),3.6
Albania,2010,Lower respiratory infections (%),1.9
Albania,2010,Neonatal deaths (%),1
Albania,2010,Diarrheal diseases (%),0
Albania,2010,Road incidents (%),1.3
Albania,2010,Liver disease (%),1.4
Albania,2010,Homicide (%),0.3
Algeria,2010,Cardiovascular diseases (%),37.1
Algeria,2010,Cancers (%),10.2
Algeria,2010,Respiratory diseases (%),3.3
Algeria,2010,Diabetes (%),9
Algeria,2010,Dementia (%),5.7
Algeria,2010,Lower respiratory infections (%),3.9
Algeria,2010,Neonatal deaths (%),7.4
Algeria,2010,Diarrheal diseases (%),0.5
Algeria,2010,Road incidents (%),5.8
Algeria,2010,Liver disease (%),2
Algeria,2010,Homicide (%),0.3
Angola,2010,Cardiovascular diseases (%),10.7
Angola,2010,Cancers (%),5
Angola,2010,Respiratory diseases (%),1.7
Angola,2010,Diabetes (%),2.3
Angola,2010,Dementia (%),0.7
Angola,2010,Lower respiratory infections (%),10.5
Angola,2010,Neonatal deaths (%),9.9
Angola,2010,Diarrheal diseases (%),11.8
Angola,2010,Road incidents (%),3.2
Angola,2010,Liver disease (%),2
Angola,2010,Homicide (%),0.5
Antigua and Barbuda,2010,Cardiovascular diseases (%),33.8
Antigua and Barbuda,2010,Cancers (%),19.3
Antigua and Barbuda,2010,Respiratory diseases (%),1.8
Antigua and Barbuda,2010,Diabetes (%),15.2
Antigua and Barbuda,2010,Dementia (%),4.4
Antigua and Barbuda,2010,Lower respiratory infections (%),5.1
Antigua and Barbuda,2010,Neonatal deaths (%),1.5
Antigua and Barbuda,2010,Diarrheal diseases (%),0.3
Antigua and Barbuda,2010,Road incidents (%),1.6
Antigua and Barbuda,2010,Liver disease (%),2.2
Antigua and Barbuda,2010,Homicide (%),1.1
Argentina,2010,Cardiovascular diseases (%),34.1
Argentina,2010,Cancers (%),21.5
Argentina,2010,Respiratory diseases (%),6.2
Argentina,2010,Diabetes (%),7.8
Argentina,2010,Dementia (%),4.2
Argentina,2010,Lower respiratory infections (%),8.2
Argentina,2010,Neonatal deaths (%),1.4
Argentina,2010,Diarrheal diseases (%),0.2
Argentina,2010,Road incidents (%),2
Argentina,2010,Liver disease (%),2.2
Argentina,2010,Homicide (%),0.8
Armenia,2010,Cardiovascular diseases (%),49.6
Armenia,2010,Cancers (%),19.5
Armenia,2010,Respiratory diseases (%),4.5
Armenia,2010,Diabetes (%),8
Armenia,2010,Dementia (%),2.9
