Country,Year,cause,percentage
Afghanistan,2006,Cardiovascular diseases (%),23.8
Afghanistan,2006,Cancers (%),5.5
Afghanistan,2006,Respiratory diseases (%),3
Afghanistan,2006,Diabetes (%),5.4
Afghanistan,2006,Dementia (%),0.7
Afghanistan,2006,Lower respiratory infections (%),9.8
Afghanistan,2006,Neonatal deaths (%),8.7
Afghanistan,2006,Diarrheal diseases (%),3.6
Afghanistan,2006,Road incidents (%),4.8
Afghanistan,2006,Liver disease (%),1.2
Afghanistan,2006,Tuberculosis (%),6.1
Afghanistan,2006,Kidney disease (%),2.2
Afghanistan,2006,Digestive diseases (%),1.3
Afghanistan,2006,HIV/AIDS (%),0
Afghanistan,2006,Suicide (%),0.6
Afghanistan,2006,Malaria (%),0.7
Afghanistan,2006,Homicide (%),1.8
Afghanistan,2006,Nutritional deficiencies (%),0.3
Afghanistan,2006,Meningitis (%),3
Afghanistan,2006,Protein-energy malnutrition (%),0.3
Afghanistan,2006,Drowning (%),1.2
Afghanistan,2006,Maternal deaths (%),2
Afghanistan,2006,Parkinson disease (%),0
Afghanistan,2006,Alcohol disorders (%),0
Afghanistan,2006,Intestinal infectious diseases (%),0.2
Afghanistan,2006,Drug disorders (%),0.1
Afghanistan,2006,Hepatitis (%),0.1
Afghanistan,2006,Fire (%),0.2
Afghanistan,2006,Heat-related (hot and cold exposure) (%),0.2
Afghanistan,2006,Natural disasters (%),0.1
Afghanistan,2006,Conflict (%),1561
Afghanistan,2006,Terrorism (%),267
Albania,2006,Cardiovascular diseases (%),56.9
Albania,2006,Cancers (%),18.8
Albania,2006,Respiratory diseases (%),3.5
Albania,2006,Diabetes (%),3.2
Albania,2006,Dementia (%),3.2
Albania,2006,Lower respiratory infections (%),2.4
Albania,2006,Neonatal deaths (%),1.4
Albania,2006,Diarrheal diseases (%),0
Albania,2006,Road incidents (%),1.4
Albania,2006,Liver disease (%),1.4
Albania,2006,Tuberculosis (%),0.1
Albania,2006,Kidney disease (%),1.8
Albania,2006,Digestive diseases (%),0.9
Albania,2006,HIV/AIDS (%),0
Albania,2006,Suicide (%),1
Albania,2006,Malaria (%),0
