Country,Year,cause,percentage
Afghanistan,1990,Cardiovascular diseases (%),17.6
Afghanistan,1990,Cancers (%),4
Afghanistan,1990,Respiratory diseases (%),2.1
Afghanistan,1990,Diabetes (%),3.8
Afghanistan,1990,Dementia (%),0.5
Afghanistan,1990,Lower respiratory infections (%),10.9
Afghanistan,1990,Neonatal deaths (%),9.2
Afghanistan,1990,Diarrheal diseases (%),2.5
Afghanistan,1990,Road incidents (%),3.7
Afghanistan,1990,Liver disease (%),0.8
Albania,1990,Cardiovascular diseases (%),40.4
Albania,1990,Cancers (%),15.1
Albania,1990,Respiratory diseases (%),4.6
Albania,1990,Diabetes (%),3.2
Albania,1990,Dementia (%),2.5
Albania,1990,Lower respiratory infections (%),12.1
Albania,1990,Neonatal deaths (%),3.2
Albania,1990,Diarrheal diseases (%),0.6
Albania,1990,Road incidents (%),2.3
Albania,1990,Liver disease (%),1.3
Algeria,1990,Cardiovascular diseases (%),29
Algeria,1990,Cancers (%),7.5
Algeria,1990,Respiratory diseases (%),2.7
Algeria,1990,Diabetes (%),5.4
Algeria,1990,Dementia (%),2.6
Algeria,1990,Lower respiratory infections (%),5.9
Algeria,1990,Neonatal deaths (%),12.7
Algeria,1990,Diarrheal diseases (%),1.1
Algeria,1990,Road incidents (%),6.9
Algeria,1990,Liver disease (%),1.3
Angola,1990,Cardiovascular diseases (%),7.8
Angola,1990,Cancers (%),3
Angola,1990,Respiratory diseases (%),1.3
Angola,1990,Diabetes (%),1.3
Angola,1990,Dementia (%),0.4
Angola,1990,Lower respiratory infections (%),9.3
Angola,1990,Neonatal deaths (%),7.2
Angola,1990,Diarrheal diseases (%),25.1
Angola,1990,Road incidents (%),2.2
Angola,1990,Liver disease (%),1.2
Antigua and Barbuda,1990,Cardiovascular diseases (%),41.7
Antigua and Barbuda,1990,Cancers (%),17.5
Antigua and Barbuda,1990,Respiratory diseases (%),2.2
Antigua and Barbuda,1990,Diabetes (%),12.5
Antigua and Barbuda,1990,Dementia (%),3
Antigua and Barbuda,1990,Lower respiratory infections (%),5.2
Antigua and Barbuda,1990,Neonatal deaths (%),1.9
Antigua and Barbuda,1990,Diarrheal diseases (%),0.5
Antigua and Barbuda,1990,Road incidents (%),1.3
Antigua and Barbuda,1990,Liver disease (%),2.1
Argentina,1990,Cardiovascular diseases (%),41.2
Argentina,1990,Cancers (%),20.5
Argentina,1990,Respiratory diseases (%),4.4
Argentina,1990,Diabetes (%),6.6
Argentina,1990,Dementia (%),2.6
Argentina,1990,Lower respiratory infections (%),3.4
Argentina,1990,Neonatal deaths (%),3.4
Argentina,1990,Diarrheal diseases (%),0.5
Argentina,1990,Road incidents (%),1.8
Argentina,1990,Liver disease (%),1.9
Armenia,1990,Cardiovascular diseases (%),45.1
Armenia,1990,Cancers (%),16
Armenia,1990,Respiratory diseases (%),5
Armenia,1990,Diabetes (%),3.3
