Country,Year,cause,percentage
Afghanistan,2014,Cardiovascular diseases (%),26.6
Afghanistan,2014,Cancers (%),6.6
Afghanistan,2014,Respiratory diseases (%),3.3
Afghanistan,2014,Diabetes (%),6.8
Afghanistan,2014,Dementia (%),0.9
Afghanistan,2014,Lower respiratory infections (%),7
Afghanistan,2014,Neonatal deaths (%),7.7
Afghanistan,2014,Diarrheal diseases (%),1.8
Afghanistan,2014,Road incidents (%),5.3
Afghanistan,2014,Liver disease (%),1.3
Albania,2014,Cardiovascular diseases (%),57.9
Albania,2014,Cancers (%),19.7
Albania,2014,Respiratory diseases (%),3.4
Albania,2014,Diabetes (%),3.1
Albania,2014,Dementia (%),4.1
Albania,2014,Lower respiratory infections (%),1.8
Albania,2014,Neonatal deaths (%),1
Albania,2014,Diarrheal diseases (%),0
Albania,2014,Road incidents (%),1.2
Albania,2014,Liver disease (%),1.4
Algeria,2014,Cardiovascular diseases (%),39.1
Algeria,2014,Cancers (%),10.7
Algeria,2014,Respiratory diseases (%),3.4
Algeria,2014,Diabetes (%),9.9
Algeria,2014,Dementia (%),6.3
Algeria,2014,Lower respiratory infections (%),3.8
Algeria,2014,Neonatal deaths (%),5.5
Algeria,2014,Diarrheal diseases (%),0.4
Algeria,2014,Road incidents (%),5.5
Algeria,2014,Liver disease (%),2.1
Angola,2014,Cardiovascular diseases (%),12.3
Angola,2014,Cancers (%),6.2
Angola,2014,Respiratory diseases (%),1.8
Angola,2014,Diabetes (%),2.7
Angola,2014,Dementia (%),0.9
Angola,2014,Lower respiratory infections (%),9.1
Angola,2014,Neonatal deaths (%),9.7
Angola,2014,Diarrheal diseases (%),9.7
Angola,2014,Road incidents (%),3.2
Angola,2014,Liver disease (%),2.3
Antigua and Barbuda,2014,Cardiovascular diseases (%),33.7
Antigua and Barbuda,2014,Cancers (%),20.3
Antigua and Barbuda,2014,Respiratory diseases (%),1.7
Antigua and Barbuda,2014,Diabetes (%),15.2
Antigua and Barbuda,2014,Dementia (%),4.2
Antigua and Barbuda,2014,Lower respiratory infections (%),5.1
Antigua and Barbuda,2014,Neonatal deaths (%),1.2
Antigua and Barbuda,2014,Diarrheal diseases (%),0.3
Antigua and Barbuda,2014,Road incidents (%),1.6
Antigua and Barbuda,2014,Liver disease (%),2.3
Argentina,2014,Cardiovascular diseases (%),33.3
Argentina,2014,Cancers (%),21.8
Argentina,2014,Respiratory diseases (%),6
Argentina,2014,Diabetes (%),7.9
Argentina,2014,Dementia (%),4.5
Argentina,2014,Lower respiratory infections (%),8.3
Argentina,2014,Neonatal deaths (%),1.2
Argentina,2014,Diarrheal diseases (%),0.2
Argentina,2014,Road incidents (%),2.1
Argentina,2014,Liver disease (%),2.3
Armenia,2014,Cardiovascular diseases (%),48.5
Armenia,2014,Cancers (%),19.9
Armenia,2014,Respiratory diseases (%),4.5
Armenia,2014,Diabetes (%),8.2
Armenia,2014,Dementia (%),3.7
Armenia,2014,Lower respiratory infections (%),1.7
Armenia,2014,Neonatal deaths (%),0.8
Armenia,2014,Diarrheal diseases (%),0.1
Armenia,2014,Road incidents (%),1
Armenia,2014,Liver disease (%),3.7
Australia,2014,Cardiovascular diseases (%),31.3
Australia,2014,Cancers (%),29.6
Australia,2014,Respiratory diseases (%),6.2
Australia,2014,Diabetes (%),6.7
Australia,2014,Dementia (%),9.1
Australia,2014,Lower respiratory infections (%),2.6
Australia,2014,Neonatal deaths (%),0.3
Australia,2014,Diarrheal diseases (%),0.2
Australia,2014,Road incidents (%),1
Australia,2014,Liver disease (%),1.3
Austria,2014,Cardiovascular diseases (%),39.5
Austria,2014,Cancers (%),25.7
Austria,2014,Respiratory diseases (%),4.1
Austria,2014,Diabetes (%),7.3
Austria,2014,Dementia (%),9.8
Austria,2014,Lower respiratory infections (%),0.9
Austria,2014,Neonatal deaths (%),0.2
Austria,2014,Diarrheal diseases (%),0.1
Austria,2014,Road incidents (%),0.6
Austria,2014,Liver disease (%),2.3
Azerbaijan,2014,Cardiovascular diseases (%),51.9
Azerbaijan,2014,Cancers (%),13.4
Azerbaijan,2014,Respiratory diseases (%),3.1
Azerbaijan,2014,Diabetes (%),5.1
Azerbaijan,2014,Dementia (%),2
Azerbaijan,2014,Lower respiratory infections (%),4.4
Azerbaijan,2014,Neonatal deaths (%),3.7
Azerbaijan,2014,Diarrheal diseases (%),0.3
Azerbaijan,2014,Road incidents (%),1.2
Azerbaijan,2014,Liver disease (%),4.8
Bahamas,2014,Cardiovascular diseases (%),33.9
Bahamas,2014,Cancers (%),20.5
Bahamas,2014,Respiratory diseases (%),1.9
Bahamas,2014,Diabetes (%),12.1
Bahamas,2014,Dementia (%),2.9
Bahamas,2014,Lower respiratory infections (%),4.3
Bahamas,2014,Neonatal deaths (%),1.2
Bahamas,2014,Diarrheal diseases (%),0.2
Bahamas,2014,Road incidents (%),2.3
Bahamas,2014,Liver disease (%),2.3
Bahrain,2014,Cardiovascular diseases (%),27.7
Bahrain,2014,Cancers (%),15.8
Bahrain,2014,Respiratory diseases (%),3.4
Bahrain,2014,Diabetes (%),22.9
Bahrain,2014,Dementia (%),3.5
Bahrain,2014,Lower respiratory infections (%),2.6
Bahrain,2014,Neonatal deaths (%),1.5
Bahrain,2014,Diarrheal diseases (%),0.3
Bahrain,2014,Road incidents (%),4.6
Bahrain,2014,Liver disease (%),2
Bangladesh,2014,Cardiovascular diseases (%),31.8
Bangladesh,2014,Cancers (%),9.9
Bangladesh,2014,Respiratory diseases (%),9.8
Bangladesh,2014,Diabetes (%),6.8
Bangladesh,2014,Dementia (%),1.8
Bangladesh,2014,Lower respiratory infections (%),4.5
Bangladesh,2014,Neonatal deaths (%),6.8
Bangladesh,2014,Diarrheal diseases (%),3.6
Bangladesh,2014,Road incidents (%),2.5
Bangladesh,2014,Liver disease (%),3.2
Barbados,2014,Cardiovascular diseases (%),30.2
Barbados,2014,Cancers (%),23.7
Barbados,2014,Respiratory diseases (%),2
Barbados,2014,Diabetes (%),15.9
Barbados,2014,Dementia (%),5.1
Barbados,2014,Lower respiratory infections (%),6.4
Barbados,2014,Neonatal deaths (%),0.9
Barbados,2014,Diarrheal diseases (%),0.2
Barbados,2014,Road incidents (%),1.3
Barbados,2014,Liver disease (%),1.6
Belarus,2014,Cardiovascular diseases (%),62.8
Belarus,2014,Cancers (%),15.2
Belarus,2014,Respiratory diseases (%),1.7
Belarus,2014,Diabetes (%),1.2
Belarus,2014,Dementia (%),3.2
Belarus,2014,Lower respiratory infections (%),0.8
Belarus,2014,Neonatal deaths (%),0.2
Belarus,2014,Diarrheal diseases (%),0
Belarus,2014,Road incidents (%),1.2
Belarus,2014,Liver disease (%),2.1
Belgium,2014,Cardiovascular diseases (%),29.9
Belgium,2014,Cancers (%),27.8
Belgium,2014,Respiratory diseases (%),6.2
Belgium,2014,Diabetes (%),5
Belgium,2014,Dementia (%),11
Belgium,2014,Lower respiratory infections (%),4.5
Belgium,2014,Neonatal deaths (%),0.2
Belgium,2014,Diarrheal diseases (%),0.6
Belgium,2014,Road incidents (%),1
Belgium,2014,Liver disease (%),1.7
Belize,2014,Cardiovascular diseases (%),24.9
Belize,2014,Cancers (%),14.7
Belize,2014,Respiratory diseases (%),3.3
Belize,2014,Diabetes (%),14.2
Belize,2014,Dementia (%),2
Belize,2014,Lower respiratory infections (%),6
Belize,2014,Neonatal deaths (%),3.8
Belize,2014,Diarrheal diseases (%),0.5
Belize,2014,Road incidents (%),3.8
Belize,2014,Liver disease (%),3.2
Benin,2014,Cardiovascular diseases (%),12.4
Benin,2014,Cancers (%),7
Benin,2014,Respiratory diseases (%),2.2
Benin,2014,Diabetes (%),4.6
Benin,2014,Dementia (%),0.7
Benin,2014,Lower respiratory infections (%),9.5
Benin,2014,Neonatal deaths (%),10.7
Benin,2014,Diarrheal diseases (%),11.3
Benin,2014,Road incidents (%),2
Benin,2014,Liver disease (%),2.2
Bhutan,2014,Cardiovascular diseases (%),28.1
Bhutan,2014,Cancers (%),9.6
Bhutan,2014,Respiratory diseases (%),9.5
Bhutan,2014,Diabetes (%),8.4
Bhutan,2014,Dementia (%),2.4
Bhutan,2014,Lower respiratory infections (%),6
Bhutan,2014,Neonatal deaths (%),7.6
Bhutan,2014,Diarrheal diseases (%),2.2
Bhutan,2014,Road incidents (%),2.2
Bhutan,2014,Liver disease (%),3
Bolivia,2014,Cardiovascular diseases (%),22.5
Bolivia,2014,Cancers (%),16.3
Bolivia,2014,Respiratory diseases (%),4.8
Bolivia,2014,Diabetes (%),9.4
Bolivia,2014,Dementia (%),3.1
Bolivia,2014,Lower respiratory infections (%),10.1
Bolivia,2014,Neonatal deaths (%),5.6
Bolivia,2014,Diarrheal diseases (%),1.2
Bolivia,2014,Road incidents (%),3.2
Bolivia,2014,Liver disease (%),3.1
Bosnia and Herzegovina,2014,Cardiovascular diseases (%),48.9
Bosnia and Herzegovina,2014,Cancers (%),24.7
Bosnia and Herzegovina,2014,Respiratory diseases (%),3.6
Bosnia and Herzegovina,2014,Diabetes (%),8.5
Bosnia and Herzegovina,2014,Dementia (%),4.2
Bosnia and Herzegovina,2014,Lower respiratory infections (%),0.9
Bosnia and Herzegovina,2014,Neonatal deaths (%),0.2
Bosnia and Herzegovina,2014,Diarrheal diseases (%),0
Bosnia and Herzegovina,2014,Road incidents (%),0.8
Bosnia and Herzegovina,2014,Liver disease (%),1.6
Botswana,2014,Cardiovascular diseases (%),14.7
Botswana,2014,Cancers (%),8
Botswana,2014,Respiratory diseases (%),3.2
Botswana,2014,Diabetes (%),7.3
Botswana,2014,Dementia (%),1
Botswana,2014,Lower respiratory infections (%),4.9
Botswana,2014,Neonatal deaths (%),2.1
Botswana,2014,Diarrheal diseases (%),3.4
Botswana,2014,Road incidents (%),2.3
Botswana,2014,Liver disease (%),1
Brazil,2014,Cardiovascular diseases (%),28.7
Brazil,2014,Cancers (%),17.4
Brazil,2014,Respiratory diseases (%),5.4
Brazil,2014,Diabetes (%),8.9
Brazil,2014,Dementia (%),5.9
Brazil,2014,Lower respiratory infections (%),5.4
Brazil,2014,Neonatal deaths (%),2.1
Brazil,2014,Diarrheal diseases (%),0.5
Brazil,2014,Road incidents (%),4
Brazil,2014,Liver disease (%),2.8
Brunei,2014,Cardiovascular diseases (%),28.5
Brunei,2014,Cancers (%),24.4
Brunei,2014,Respiratory diseases (%),5.9
Brunei,2014,Diabetes (%),14.3
Brunei,2014,Dementia (%),3.6
Brunei,2014,Lower respiratory infections (%),3.8
Brunei,2014,Neonatal deaths (%),1.3
Brunei,2014,Diarrheal diseases (%),0.2
Brunei,2014,Road incidents (%),3.6
Brunei,2014,Liver disease (%),1.3
Bulgaria,2014,Cardiovascular diseases (%),63.2
Bulgaria,2014,Cancers (%),16.7
Bulgaria,2014,Respiratory diseases (%),3.3
Bulgaria,2014,Diabetes (%),3.5
Bulgaria,2014,Dementia (%),3.7
Bulgaria,2014,Lower respiratory infections (%),1.5
Bulgaria,2014,Neonatal deaths (%),0.2
Bulgaria,2014,Diarrheal diseases (%),0
Bulgaria,2014,Road incidents (%),0.7
Bulgaria,2014,Liver disease (%),1.8
Burkina Faso,2014,Cardiovascular diseases (%),9.8
Burkina Faso,2014,Cancers (%),5.2
Burkina Faso,2014,Respiratory diseases (%),1.2
Burkina Faso,2014,Diabetes (%),3.9
Burkina Faso,2014,Dementia (%),0.5
Burkina Faso,2014,Lower respiratory infections (%),10.4
Burkina Faso,2014,Neonatal deaths (%),8.8
Burkina Faso,2014,Diarrheal diseases (%),6.8
Burkina Faso,2014,Road incidents (%),1.7
Burkina Faso,2014,Liver disease (%),1.2
Burundi,2014,Cardiovascular diseases (%),11.6
Burundi,2014,Cancers (%),5.7
Burundi,2014,Respiratory diseases (%),2
Burundi,2014,Diabetes (%),2.6
Burundi,2014,Dementia (%),0.6
Burundi,2014,Lower respiratory infections (%),9
Burundi,2014,Neonatal deaths (%),10.9
Burundi,2014,Diarrheal diseases (%),13.4
Burundi,2014,Road incidents (%),2.1
Burundi,2014,Liver disease (%),1.5
Cambodia,2014,Cardiovascular diseases (%),23.6
Cambodia,2014,Cancers (%),11.7
Cambodia,2014,Respiratory diseases (%),4
Cambodia,2014,Diabetes (%),5
Cambodia,2014,Dementia (%),2.2
Cambodia,2014,Lower respiratory infections (%),10.8
Cambodia,2014,Neonatal deaths (%),5.4
Cambodia,2014,Diarrheal diseases (%),1.5
Cambodia,2014,Road incidents (%),3.6
Cambodia,2014,Liver disease (%),7.1
Cameroon,2014,Cardiovascular diseases (%),10.9
Cameroon,2014,Cancers (%),6.6
Cameroon,2014,Respiratory diseases (%),2
Cameroon,2014,Diabetes (%),4.5
Cameroon,2014,Dementia (%),0.8
Cameroon,2014,Lower respiratory infections (%),9.3
Cameroon,2014,Neonatal deaths (%),8.2
Cameroon,2014,Diarrheal diseases (%),5.3
Cameroon,2014,Road incidents (%),1.7
Cameroon,2014,Liver disease (%),2.3
Canada,2014,Cardiovascular diseases (%),29.6
Canada,2014,Cancers (%),31.3
Canada,2014,Respiratory diseases (%),5.6
Canada,2014,Diabetes (%),6.3
Canada,2014,Dementia (%),7.7
Canada,2014,Lower respiratory infections (%),3.3
Canada,2014,Neonatal deaths (%),0.4
Canada,2014,Diarrheal diseases (%),0.6
Canada,2014,Road incidents (%),1.1
Canada,2014,Liver disease (%),1.7
Cape Verde,2014,Cardiovascular diseases (%),28.3
Cape Verde,2014,Cancers (%),16.9
Cape Verde,2014,Respiratory diseases (%),3.2
Cape Verde,2014,Diabetes (%),6.3
Cape Verde,2014,Dementia (%),2.4
Cape Verde,2014,Lower respiratory infections (%),8.5
Cape Verde,2014,Neonatal deaths (%),4.9
Cape Verde,2014,Diarrheal diseases (%),1.3
Cape Verde,2014,Road incidents (%),1.7
Cape Verde,2014,Liver disease (%),2.7
Central African Republic,2014,Cardiovascular diseases (%),12
Central African Republic,2014,Cancers (%),3.9
Central African Republic,2014,Respiratory diseases (%),1.9
Central African Republic,2014,Diabetes (%),2.2
Central African Republic,2014,Dementia (%),0.7
Central African Republic,2014,Lower respiratory infections (%),7.6
Central African Republic,2014,Neonatal deaths (%),5.9
Central African Republic,2014,Diarrheal diseases (%),7.9
Central African Republic,2014,Road incidents (%),2.4
Central African Republic,2014,Liver disease (%),1.2
Chad,2014,Cardiovascular diseases (%),8.7
Chad,2014,Cancers (%),4.3
Chad,2014,Respiratory diseases (%),1.5
Chad,2014,Diabetes (%),3
Chad,2014,Dementia (%),0.5
Chad,2014,Lower respiratory infections (%),12.1
Chad,2014,Neonatal deaths (%),10.2
Chad,2014,Diarrheal diseases (%),13.2
Chad,2014,Road incidents (%),1.4
Chad,2014,Liver disease (%),1.5
