Country,Year,cause,percentage
Afghanistan,2008,Cardiovascular diseases (%),24.8
Afghanistan,2008,Cancers (%),5.8
Afghanistan,2008,Respiratory diseases (%),3.1
Afghanistan,2008,Diabetes (%),5.7
Afghanistan,2008,Dementia (%),0.8
Afghanistan,2008,Lower respiratory infections (%),8.8
Afghanistan,2008,Neonatal deaths (%),8.4
Afghanistan,2008,Diarrheal diseases (%),2.9
Afghanistan,2008,Road incidents (%),4.9
Afghanistan,2008,Liver disease (%),1.2
Albania,2008,Cardiovascular diseases (%),58.1
Albania,2008,Cancers (%),18.7
Albania,2008,Respiratory diseases (%),3.3
Albania,2008,Diabetes (%),3
Albania,2008,Dementia (%),3.3
Albania,2008,Lower respiratory infections (%),2.1
Albania,2008,Neonatal deaths (%),1.2
Albania,2008,Diarrheal diseases (%),0
Albania,2008,Road incidents (%),1.4
Albania,2008,Liver disease (%),1.4
Algeria,2008,Cardiovascular diseases (%),36.2
Algeria,2008,Cancers (%),9.9
Algeria,2008,Respiratory diseases (%),3.2
Algeria,2008,Diabetes (%),8.4
Algeria,2008,Dementia (%),5.3
Algeria,2008,Lower respiratory infections (%),4
Algeria,2008,Neonatal deaths (%),8.3
Algeria,2008,Diarrheal diseases (%),0.5
Algeria,2008,Road incidents (%),6
Algeria,2008,Liver disease (%),1.9
Angola,2008,Cardiovascular diseases (%),10.3
Angola,2008,Cancers (%),4.7
Angola,2008,Respiratory diseases (%),1.6
Angola,2008,Diabetes (%),2.2
Angola,2008,Dementia (%),0.7
Angola,2008,Lower respiratory infections (%),10.4
Angola,2008,Neonatal deaths (%),9.6
Angola,2008,Diarrheal diseases (%),13
Angola,2008,Road incidents (%),3.1
Angola,2008,Liver disease (%),1.8
Antigua and Barbuda,2008,Cardiovascular diseases (%),33.9
Antigua and Barbuda,2008,Cancers (%),18.9
Antigua and Barbuda,2008,Respiratory diseases (%),1.8
Antigua and Barbuda,2008,Diabetes (%),15.1
Antigua and Barbuda,2008,Dementia (%),4.5
Antigua and Barbuda,2008,Lower respiratory infections (%),5.2
Antigua and Barbuda,2008,Neonatal deaths (%),1.6
Antigua and Barbuda,2008,Diarrheal diseases (%),0.3
Antigua and Barbuda,2008,Road incidents (%),1.6
Antigua and Barbuda,2008,Liver disease (%),2.2
Argentina,2008,Cardiovascular diseases (%),34.3
Argentina,2008,Cancers (%),21.6
Argentina,2008,Respiratory diseases (%),6.2
Argentina,2008,Diabetes (%),7.7
Argentina,2008,Dementia (%),4
Argentina,2008,Lower respiratory infections (%),7.9
Argentina,2008,Neonatal deaths (%),1.5
Argentina,2008,Diarrheal diseases (%),0.2
Argentina,2008,Road incidents (%),2
Argentina,2008,Liver disease (%),2.2
Armenia,2008,Cardiovascular diseases (%),50.2
Armenia,2008,Cancers (%),19.5
Armenia,2008,Respiratory diseases (%),4.6
Armenia,2008,Diabetes (%),7.6
Armenia,2008,Dementia (%),2.7
Armenia,2008,Lower respiratory infections (%),1.7
Armenia,2008,Neonatal deaths (%),1.1
Armenia,2008,Diarrheal diseases (%),0.1
Armenia,2008,Road incidents (%),1.1
Armenia,2008,Liver disease (%),3.5
Australia,2008,Cardiovascular diseases (%),33.6
Australia,2008,Cancers (%),28.9
Australia,2008,Respiratory diseases (%),6
Australia,2008,Diabetes (%),6.5
Australia,2008,Dementia (%),8.2
Australia,2008,Lower respiratory infections (%),2.4
Australia,2008,Neonatal deaths (%),0.5
Australia,2008,Diarrheal diseases (%),0.1
Australia,2008,Road incidents (%),1.2
Australia,2008,Liver disease (%),1.2
Austria,2008,Cardiovascular diseases (%),40.8
Austria,2008,Cancers (%),25.3
Austria,2008,Respiratory diseases (%),4.1
Austria,2008,Diabetes (%),6.8
Austria,2008,Dementia (%),8.7
Austria,2008,Lower respiratory infections (%),1.1
Austria,2008,Neonatal deaths (%),0.2
Austria,2008,Diarrheal diseases (%),0.1
Austria,2008,Road incidents (%),0.9
Austria,2008,Liver disease (%),2.5
Azerbaijan,2008,Cardiovascular diseases (%),51.5
Azerbaijan,2008,Cancers (%),12.1
Azerbaijan,2008,Respiratory diseases (%),3.3
Azerbaijan,2008,Diabetes (%),5
Azerbaijan,2008,Dementia (%),1.4
Azerbaijan,2008,Lower respiratory infections (%),5.6
Azerbaijan,2008,Neonatal deaths (%),4.3
Azerbaijan,2008,Diarrheal diseases (%),0.5
Azerbaijan,2008,Road incidents (%),1.1
Azerbaijan,2008,Liver disease (%),4.6
Bahamas,2008,Cardiovascular diseases (%),31.9
Bahamas,2008,Cancers (%),19.4
