Country,Year,cause,percentage
Afghanistan,2001,Cardiovascular diseases (%),21.6
Afghanistan,2001,Cancers (%),4.7
Afghanistan,2001,Respiratory diseases (%),2.7
Afghanistan,2001,Diabetes (%),4.5
Afghanistan,2001,Dementia (%),0.6
Afghanistan,2001,Lower respiratory infections (%),8.6
Afghanistan,2001,Neonatal deaths (%),8.5
Afghanistan,2001,Diarrheal diseases (%),3.6
Afghanistan,2001,Road incidents (%),4.1
Afghanistan,2001,Liver disease (%),1
Afghanistan,2001,Tuberculosis (%),6.4
Afghanistan,2001,Kidney disease (%),1.9
Afghanistan,2001,Digestive diseases (%),1.1
Afghanistan,2001,HIV/AIDS (%),0
Afghanistan,2001,Suicide (%),0.5
Afghanistan,2001,Malaria (%),0.5
Afghanistan,2001,Homicide (%),1.5
Afghanistan,2001,Nutritional deficiencies (%),0.3
Afghanistan,2001,Meningitis (%),2.5
Afghanistan,2001,Protein-energy malnutrition (%),0.3
Afghanistan,2001,Drowning (%),0.9
Afghanistan,2001,Maternal deaths (%),1.8
Afghanistan,2001,Parkinson disease (%),0
Afghanistan,2001,Alcohol disorders (%),0
Afghanistan,2001,Intestinal infectious diseases (%),0.1
Afghanistan,2001,Drug disorders (%),0.1
Afghanistan,2001,Hepatitis (%),0.1
Afghanistan,2001,Fire (%),0.2
Afghanistan,2001,Heat-related (hot and cold exposure) (%),0.2
Afghanistan,2001,Natural disasters (%),0
Afghanistan,2001,Conflict (%),2223
Afghanistan,2001,Terrorism (%),68
Albania,2001,Cardiovascular diseases (%),51.1
Albania,2001,Cancers (%),18.2
Albania,2001,Respiratory diseases (%),3.9
Albania,2001,Diabetes (%),3.3
Albania,2001,Dementia (%),3
Albania,2001,Lower respiratory infections (%),4.2
Albania,2001,Neonatal deaths (%),2.2
Albania,2001,Diarrheal diseases (%),0.1
Albania,2001,Road incidents (%),1.7
Albania,2001,Liver disease (%),1.3
Albania,2001,Tuberculosis (%),0.1
Albania,2001,Kidney disease (%),1.8
Albania,2001,Digestive diseases (%),0.9
Albania,2001,HIV/AIDS (%),0
Albania,2001,Suicide (%),1
Albania,2001,Malaria (%),0
Albania,2001,Homicide (%),1.2
Albania,2001,Nutritional deficiencies (%),0.1
Albania,2001,Meningitis (%),0.3
Albania,2001,Protein-energy malnutrition (%),0.1
Albania,2001,Drowning (%),0.5
Albania,2001,Maternal deaths (%),0
Albania,2001,Parkinson disease (%),0.4
Albania,2001,Alcohol disorders (%),0.1
Albania,2001,Intestinal infectious diseases (%),0
Albania,2001,Drug disorders (%),0.2
Albania,2001,Hepatitis (%),0
Albania,2001,Fire (%),0.1
Albania,2001,Heat-related (hot and cold exposure) (%),0
Albania,2001,Natural disasters (%),0
Albania,2001,Conflict (%),28
Albania,2001,Terrorism (%),0
Algeria,2001,Cardiovascular diseases (%),33.6
Algeria,2001,Cancers (%),8.3
Algeria,2001,Respiratory diseases (%),3
Algeria,2001,Diabetes (%),6.7
Algeria,2001,Dementia (%),3.9
Algeria,2001,Lower respiratory infections (%),4.4
Algeria,2001,Neonatal deaths (%),11.1
Algeria,2001,Diarrheal diseases (%),0.7
Algeria,2001,Road incidents (%),6.7
Algeria,2001,Liver disease (%),1.7
Algeria,2001,Tuberculosis (%),1.1
Algeria,2001,Kidney disease (%),2.9
Algeria,2001,Digestive diseases (%),1.2
Algeria,2001,HIV/AIDS (%),0.1
Algeria,2001,Suicide (%),0.8
Algeria,2001,Malaria (%),0
Algeria,2001,Homicide (%),0.3
Algeria,2001,Nutritional deficiencies (%),0.1
Algeria,2001,Meningitis (%),0.4
Algeria,2001,Protein-energy malnutrition (%),0.1
Algeria,2001,Drowning (%),0.7
Algeria,2001,Maternal deaths (%),0.8
Algeria,2001,Parkinson disease (%),0.3
Algeria,2001,Alcohol disorders (%),0
Algeria,2001,Intestinal infectious diseases (%),0.2
Algeria,2001,Drug disorders (%),0.1
Algeria,2001,Hepatitis (%),0.2
Algeria,2001,Fire (%),0.5
Algeria,2001,Heat-related (hot and cold exposure) (%),0.1
Algeria,2001,Natural disasters (%),0.7
Algeria,2001,Conflict (%),17
Algeria,2001,Terrorism (%),443
Angola,2001,Cardiovascular diseases (%),8.7
Angola,2001,Cancers (%),3.5
Angola,2001,Respiratory diseases (%),1.4
Angola,2001,Diabetes (%),1.5
Angola,2001,Dementia (%),0.5
Angola,2001,Lower respiratory infections (%),8.9
Angola,2001,Neonatal deaths (%),8.1
Angola,2001,Diarrheal diseases (%),22.4
Angola,2001,Road incidents (%),2.3
Angola,2001,Liver disease (%),1.4
Angola,2001,Tuberculosis (%),7.4
Angola,2001,Kidney disease (%),0.4
Angola,2001,Digestive diseases (%),1.6
Angola,2001,HIV/AIDS (%),3.1
Angola,2001,Suicide (%),0.4
Angola,2001,Malaria (%),3.7
Angola,2001,Homicide (%),0.3
Angola,2001,Nutritional deficiencies (%),4.5
Angola,2001,Meningitis (%),1.9
Angola,2001,Protein-energy malnutrition (%),4.1
Angola,2001,Drowning (%),1.2
Angola,2001,Maternal deaths (%),1.3
Angola,2001,Parkinson disease (%),0
Angola,2001,Alcohol disorders (%),0.1
Angola,2001,Intestinal infectious diseases (%),0.2
Angola,2001,Drug disorders (%),0
Angola,2001,Hepatitis (%),0.2
Angola,2001,Fire (%),0.5
Angola,2001,Heat-related (hot and cold exposure) (%),0.1
Angola,2001,Natural disasters (%),0
Angola,2001,Conflict (%),676
Angola,2001,Terrorism (%),422
Antigua and Barbuda,2001,Cardiovascular diseases (%),34.5
Antigua and Barbuda,2001,Cancers (%),18.3
Antigua and Barbuda,2001,Respiratory diseases (%),2
Antigua and Barbuda,2001,Diabetes (%),14.5
Antigua and Barbuda,2001,Dementia (%),4.1
Antigua and Barbuda,2001,Lower respiratory infections (%),5
Antigua and Barbuda,2001,Neonatal deaths (%),2.4
Antigua and Barbuda,2001,Diarrheal diseases (%),0.4
Antigua and Barbuda,2001,Road incidents (%),1.4
Antigua and Barbuda,2001,Liver disease (%),2
Antigua and Barbuda,2001,Tuberculosis (%),0.1
Antigua and Barbuda,2001,Kidney disease (%),4
Antigua and Barbuda,2001,Digestive diseases (%),1.7
Antigua and Barbuda,2001,HIV/AIDS (%),3.5
Antigua and Barbuda,2001,Suicide (%),0.4
Antigua and Barbuda,2001,Malaria (%),0
Antigua and Barbuda,2001,Homicide (%),0.8
Antigua and Barbuda,2001,Nutritional deficiencies (%),0.7
Antigua and Barbuda,2001,Meningitis (%),0.3
Antigua and Barbuda,2001,Protein-energy malnutrition (%),0.7
Antigua and Barbuda,2001,Drowning (%),0.8
Antigua and Barbuda,2001,Maternal deaths (%),0.1
Antigua and Barbuda,2001,Parkinson disease (%),0.4
Antigua and Barbuda,2001,Alcohol disorders (%),0.7
Antigua and Barbuda,2001,Intestinal infectious diseases (%),0
Antigua and Barbuda,2001,Drug disorders (%),0.2
Antigua and Barbuda,2001,Hepatitis (%),0
Antigua and Barbuda,2001,Fire (%),0.5
Antigua and Barbuda,2001,Heat-related (hot and cold exposure) (%),0.1
Antigua and Barbuda,2001,Natural disasters (%),0
Antigua and Barbuda,2001,Conflict (%),0
Antigua and Barbuda,2001,Terrorism (%),0
Argentina,2001,Cardiovascular diseases (%),35.8
Argentina,2001,Cancers (%),21.5
Argentina,2001,Respiratory diseases (%),6
Argentina,2001,Diabetes (%),7.5
Argentina,2001,Dementia (%),3.5
Argentina,2001,Lower respiratory infections (%),6.1
Argentina,2001,Neonatal deaths (%),2.1
Argentina,2001,Diarrheal diseases (%),0.3
Argentina,2001,Road incidents (%),1.9
Argentina,2001,Liver disease (%),2
Argentina,2001,Tuberculosis (%),0.3
Argentina,2001,Kidney disease (%),3
Argentina,2001,Digestive diseases (%),2.1
Argentina,2001,HIV/AIDS (%),0.6
Argentina,2001,Suicide (%),1.6
Argentina,2001,Malaria (%),0
Argentina,2001,Homicide (%),0.8
Argentina,2001,Nutritional deficiencies (%),0.6
Argentina,2001,Meningitis (%),0.2
Argentina,2001,Protein-energy malnutrition (%),0.6
Argentina,2001,Drowning (%),0.4
Argentina,2001,Maternal deaths (%),0.1
Argentina,2001,Parkinson disease (%),0.7
Argentina,2001,Alcohol disorders (%),0.3
Argentina,2001,Intestinal infectious diseases (%),0
Argentina,2001,Drug disorders (%),0.2
Argentina,2001,Hepatitis (%),0.1
Argentina,2001,Fire (%),0.3
Argentina,2001,Heat-related (hot and cold exposure) (%),0
Argentina,2001,Natural disasters (%),0
Argentina,2001,Conflict (%),0
Argentina,2001,Terrorism (%),0
Armenia,2001,Cardiovascular diseases (%),52.3
Armenia,2001,Cancers (%),18
Armenia,2001,Respiratory diseases (%),4.9
Armenia,2001,Diabetes (%),6.4
Armenia,2001,Dementia (%),2.3
Armenia,2001,Lower respiratory infections (%),1.7
Armenia,2001,Neonatal deaths (%),1.7
Armenia,2001,Diarrheal diseases (%),0.4
Armenia,2001,Road incidents (%),1.4
Armenia,2001,Liver disease (%),2.1
Armenia,2001,Tuberculosis (%),0.6
Armenia,2001,Kidney disease (%),0.7
Armenia,2001,Digestive diseases (%),1.6
Armenia,2001,HIV/AIDS (%),0
Armenia,2001,Suicide (%),0.5
Armenia,2001,Malaria (%),0
Armenia,2001,Homicide (%),0.5
Armenia,2001,Nutritional deficiencies (%),0.2
Armenia,2001,Meningitis (%),0.1
Armenia,2001,Protein-energy malnutrition (%),0
Armenia,2001,Drowning (%),0.7
Armenia,2001,Maternal deaths (%),0.1
Armenia,2001,Parkinson disease (%),0.3
Armenia,2001,Alcohol disorders (%),0.2
Armenia,2001,Intestinal infectious diseases (%),0
Armenia,2001,Drug disorders (%),0.2
Armenia,2001,Hepatitis (%),0
Armenia,2001,Fire (%),0.4
Armenia,2001,Heat-related (hot and cold exposure) (%),0.2
Armenia,2001,Natural disasters (%),0
Armenia,2001,Conflict (%),0
Armenia,2001,Terrorism (%),4
Australia,2001,Cardiovascular diseases (%),37.5
Australia,2001,Cancers (%),27.7
Australia,2001,Respiratory diseases (%),6
Australia,2001,Diabetes (%),5.7
Australia,2001,Dementia (%),6.8
Australia,2001,Lower respiratory infections (%),2.2
Australia,2001,Neonatal deaths (%),0.5
Australia,2001,Diarrheal diseases (%),0.1
Australia,2001,Road incidents (%),1.5
Australia,2001,Liver disease (%),1.1
Australia,2001,Tuberculosis (%),0.1
Australia,2001,Kidney disease (%),1.9
Australia,2001,Digestive diseases (%),2.1
Australia,2001,HIV/AIDS (%),0.1
Australia,2001,Suicide (%),1.9
Australia,2001,Malaria (%),0
Australia,2001,Homicide (%),0.2
Australia,2001,Nutritional deficiencies (%),0.1
Australia,2001,Meningitis (%),0.1
Australia,2001,Protein-energy malnutrition (%),0.1
Australia,2001,Drowning (%),0.2
Australia,2001,Maternal deaths (%),0
Australia,2001,Parkinson disease (%),0.8
Australia,2001,Alcohol disorders (%),0.2
Australia,2001,Intestinal infectious diseases (%),0
Australia,2001,Drug disorders (%),0.6
Australia,2001,Hepatitis (%),0.1
Australia,2001,Fire (%),0.1
Australia,2001,Heat-related (hot and cold exposure) (%),0
Australia,2001,Natural disasters (%),0
Australia,2001,Conflict (%),0
Australia,2001,Terrorism (%),0
Austria,2001,Cardiovascular diseases (%),45.8
Austria,2001,Cancers (%),24.4
Austria,2001,Respiratory diseases (%),4
Austria,2001,Diabetes (%),4.2
Austria,2001,Dementia (%),7.4
Austria,2001,Lower respiratory infections (%),1.2
Austria,2001,Neonatal deaths (%),0.2
Austria,2001,Diarrheal diseases (%),0
Austria,2001,Road incidents (%),1.2
Austria,2001,Liver disease (%),2.6
Austria,2001,Tuberculosis (%),0.1
Austria,2001,Kidney disease (%),1.3
Austria,2001,Digestive diseases (%),1.9
Austria,2001,HIV/AIDS (%),0.1
Austria,2001,Suicide (%),2.1
Austria,2001,Malaria (%),0
Austria,2001,Homicide (%),0.1
Austria,2001,Nutritional deficiencies (%),0
Austria,2001,Meningitis (%),0.1
Austria,2001,Protein-energy malnutrition (%),0
Austria,2001,Drowning (%),0.1
Austria,2001,Maternal deaths (%),0
Austria,2001,Parkinson disease (%),0.6
Austria,2001,Alcohol disorders (%),0.4
Austria,2001,Intestinal infectious diseases (%),0
Austria,2001,Drug disorders (%),0.2
Austria,2001,Hepatitis (%),0
Austria,2001,Fire (%),0.1
Austria,2001,Heat-related (hot and cold exposure) (%),0
Austria,2001,Natural disasters (%),0
